Date,temperature - A,temperature - B
08/01/2012 0:00,20.56,20.25
09/01/2012 0:00,20.11,19.91
10/01/2012 0:00,19.95,19.58
11/01/2012 0:00,19.63,19.23
12/01/2012 0:00,19.31,18.86
13/01/2012 0:00,18.91,18.54
14/01/2012 0:00,18.08,17.71
15/01/2012 0:00,18.21,18.02
16/01/2012 0:00,,
17/01/2012 0:00,19.87,19.59
18/01/2012 0:00,19.8,19.54
19/01/2012 0:00,19.83,19.49
20/01/2012 0:00,19.66,19.34
21/01/2012 0:00,19.77,19.52
22/01/2012 0:00,19.18,18.76
23/01/2012 0:00,18.7,18.27
24/01/2012 0:00,19.31,18.97
25/01/2012 0:00,20.23,19.77
26/01/2012 0:00,20.64,19.96
27/01/2012 0:00,20.44,19.76
28/01/2012 0:00,19.56,19
29/01/2012 0:00,19.51,19.16
30/01/2012 0:00,19.79,19.7
31/01/2012 0:00,20.1,19.82
01/02/2012 0:00,18.94,18.52
02/02/2012 0:00,18.01,17.51
03/02/2012 0:00,19.03,18.68
04/02/2012 0:00,19.66,19.28
05/02/2012 0:00,19.7,19.43
06/02/2012 0:00,19.91,19.67
07/02/2012 0:00,20.2,19.81
08/02/2012 0:00,19.73,19.2
09/02/2012 0:00,19.73,19.59
10/02/2012 0:00,19.84,19.64
11/02/2012 0:00,19.91,19.67
12/02/2012 0:00,19.96,19.73
13/02/2012 0:00,20.21,19.99
14/02/2012 0:00,20.65,20.41
15/02/2012 0:00,21.02,20.73
16/02/2012 0:00,20.66,20.31
17/02/2012 0:00,19.92,19.52
18/02/2012 0:00,19.2,18.83
19/02/2012 0:00,19.11,18.74
20/02/2012 0:00,19.21,19.18
21/02/2012 0:00,19.66,19.57
22/02/2012 0:00,19.91,19.78
23/02/2012 0:00,20.67,20.38
24/02/2012 0:00,20.66,20.43
25/02/2012 0:00,20.63,20.29
26/02/2012 0:00,20.43,20.08
27/02/2012 0:00,20.43,20.05
28/02/2012 0:00,20.65,19.99
29/02/2012 0:00,19.95,19.08
01/03/2012 0:00,18.53,17.82
02/03/2012 0:00,18.06,17.41
03/03/2012 0:00,18.63,18.06
04/03/2012 0:00,18.64,18.05
05/03/2012 0:00,19.32,18.58
06/03/2012 0:00,19.98,19.19
07/03/2012 0:00,20.27,19.54
08/03/2012 0:00,20.7,19.96
09/03/2012 0:00,20.66,19.86
10/03/2012 0:00,20.76,20.01
11/03/2012 0:00,21.32,20.56
12/03/2012 0:00,21.87,21.21
13/03/2012 0:00,21.82,21.41
14/03/2012 0:00,21.86,21.36
15/03/2012 0:00,21.21,20.66
16/03/2012 0:00,20.71,20.17
17/03/2012 0:00,20.14,19.72
18/03/2012 0:00,19.84,19.56
19/03/2012 0:00,19.96,19.79
20/03/2012 0:00,20.45,20.2
21/03/2012 0:00,20.96,20.67
22/03/2012 0:00,21.29,21.01
23/03/2012 0:00,21.58,21.14
24/03/2012 0:00,21.75,21.42
25/03/2012 0:00,21.86,21.46
26/03/2012 0:00,22.1,21.65
27/03/2012 0:00,21.89,21.44
28/03/2012 0:00,21.98,21.49
29/03/2012 0:00,21.67,21.31
30/03/2012 0:00,21.44,21.04
31/03/2012 0:00,21.67,21.33
01/04/2012 0:00,21.55,21.21
02/04/2012 0:00,22.56,22.09
03/04/2012 0:00,22.65,22.25
04/04/2012 0:00,22.8,22.35
05/04/2012 0:00,23.18,22.7
06/04/2012 0:00,23.65,23.09
07/04/2012 0:00,23.87,23.31
08/04/2012 0:00,23.96,23.44
09/04/2012 0:00,24.29,23.7
10/04/2012 0:00,24.25,23.76
11/04/2012 0:00,24.04,23.57
12/04/2012 0:00,23.23,23.03
13/04/2012 0:00,23.11,22.93
14/04/2012 0:00,23.24,23.02
15/04/2012 0:00,23.91,23.43
16/04/2012 0:00,24.47,24.11
17/04/2012 0:00,24.17,23.79
18/04/2012 0:00,24.28,23.87
19/04/2012 0:00,24.08,23.66
20/04/2012 0:00,23.83,23.51
21/04/2012 0:00,24.14,23.81
22/04/2012 0:00,24.02,23.69
23/04/2012 0:00,24.06,23.75
24/04/2012 0:00,24.21,23.78
25/04/2012 0:00,24.51,24.04
26/04/2012 0:00,24.57,24.09
27/04/2012 0:00,24.66,24.19
28/04/2012 0:00,24.54,24.17
29/04/2012 0:00,24.71,24.27
30/04/2012 0:00,24.6,24.19
01/05/2012 0:00,25.03,24.55
02/05/2012 0:00,25.29,24.7
03/05/2012 0:00,,
04/05/2012 0:00,,
05/05/2012 0:00,,
06/05/2012 0:00,,
07/05/2012 0:00,25.69,25.09
08/05/2012 0:00,25.51,24.98
09/05/2012 0:00,25.81,25.21
10/05/2012 0:00,26.15,25.7
11/05/2012 0:00,26.21,25.67
12/05/2012 0:00,26.21,25.54
13/05/2012 0:00,26.12,25.53
14/05/2012 0:00,25.99,25.42
15/05/2012 0:00,26.12,25.53
16/05/2012 0:00,26.33,25.68
17/05/2012 0:00,26.21,25.54
18/05/2012 0:00,26.75,26.21
19/05/2012 0:00,26.68,26.12
20/05/2012 0:00,26.38,25.92
21/05/2012 0:00,26.22,25.77
22/05/2012 0:00,26.26,25.68
23/05/2012 0:00,26.54,25.9
24/05/2012 0:00,26.79,26.08
25/05/2012 0:00,26.8,26.02
26/05/2012 0:00,26.85,26.19
27/05/2012 0:00,26.67,26.1
28/05/2012 0:00,26.81,26.1
29/05/2012 0:00,27.22,26.59
30/05/2012 0:00,27.5,26.84
31/05/2012 0:00,27.08,26.48
01/06/2012 0:00,26.93,26.41
02/06/2012 0:00,27.15,26.7
03/06/2012 0:00,27.11,26.68
04/06/2012 0:00,27.43,27.03
05/06/2012 0:00,27.4,27.03
06/06/2012 0:00,27.71,27.09
07/06/2012 0:00,27.75,27.07
08/06/2012 0:00,27.53,27.06
09/06/2012 0:00,27.57,27.15
10/06/2012 0:00,27.81,27.49
11/06/2012 0:00,27.86,27.58
12/06/2012 0:00,,
13/06/2012 0:00,,
14/06/2012 0:00,,
15/06/2012 0:00,,
16/06/2012 0:00,,
17/06/2012 0:00,,
18/06/2012 0:00,29.47,28.85
19/06/2012 0:00,29.12,28.64
20/06/2012 0:00,28.95,28.6
21/06/2012 0:00,28.97,28.61
22/06/2012 0:00,28.92,28.49
23/06/2012 0:00,,
24/06/2012 0:00,29.37,28.83
25/06/2012 0:00,29.06,28.61
26/06/2012 0:00,29.29,28.68
27/06/2012 0:00,29.45,28.88
28/06/2012 0:00,29.41,28.89
29/06/2012 0:00,29.47,28.96
30/06/2012 0:00,29.42,28.72
01/07/2012 0:00,29.43,28.79
02/07/2012 0:00,29.51,28.79
03/07/2012 0:00,29.44,28.73
04/07/2012 0:00,29.2,28.63
05/07/2012 0:00,29.33,28.85
06/07/2012 0:00,29.59,28.96
07/07/2012 0:00,29.82,29.18
08/07/2012 0:00,29.83,29.18
09/07/2012 0:00,29.77,29.08
10/07/2012 0:00,29.88,29.24
11/07/2012 0:00,30.01,29.37
12/07/2012 0:00,29.95,29.36
13/07/2012 0:00,30.19,29.65
14/07/2012 0:00,30.2,29.68
15/07/2012 0:00,30.16,29.51
16/07/2012 0:00,30.42,29.86
17/07/2012 0:00,30.41,29.86
18/07/2012 0:00,30.5,30.03
19/07/2012 0:00,30.88,30.33
20/07/2012 0:00,30.92,30.26
21/07/2012 0:00,30.53,30
22/07/2012 0:00,30.24,29.66
23/07/2012 0:00,30.31,29.69
24/07/2012 0:00,30.65,29.97
25/07/2012 0:00,30.73,29.98
26/07/2012 0:00,30.93,30.16
27/07/2012 0:00,30.98,30.23
28/07/2012 0:00,30.79,30.05
29/07/2012 0:00,30.58,29.76
30/07/2012 0:00,30.57,29.77
31/07/2012 0:00,30.56,29.81
01/08/2012 0:00,30.54,29.83
02/08/2012 0:00,30.86,30.13
03/08/2012 0:00,30.74,30.03
04/08/2012 0:00,30.52,29.85
05/08/2012 0:00,30.4,29.68
06/08/2012 0:00,30.59,29.88
07/08/2012 0:00,30.8,30.05
08/08/2012 0:00,30.82,30.08
09/08/2012 0:00,30.72,29.98
10/08/2012 0:00,30.89,30.04
11/08/2012 0:00,30.85,30.12
12/08/2012 0:00,30.66,29.99
13/08/2012 0:00,30.88,30.1
14/08/2012 0:00,30.72,29.96
15/08/2012 0:00,30.61,29.08
16/08/2012 0:00,30.31,29.69
17/08/2012 0:00,30.39,29.78
18/08/2012 0:00,30.74,29.77
19/08/2012 0:00,30.69,29.91
20/08/2012 0:00,30.59,29.85
21/08/2012 0:00,30.58,29.93
22/08/2012 0:00,30.53,29.92
23/08/2012 0:00,30.24,29.7
24/08/2012 0:00,30.41,29.94
25/08/2012 0:00,30.46,30.02
26/08/2012 0:00,30.33,29.88
27/08/2012 0:00,,
28/08/2012 0:00,29.99,29.66
29/08/2012 0:00,30,29.56
30/08/2012 0:00,30.01,29.5
31/08/2012 0:00,30.09,29.62
01/09/2012 0:00,29.83,29.49
02/09/2012 0:00,29.58,29.25
03/09/2012 0:00,29.93,29.52
04/09/2012 0:00,30.2,29.73
05/09/2012 0:00,30.37,29.87
06/09/2012 0:00,30.26,29.78
07/09/2012 0:00,30.13,29.65
08/09/2012 0:00,29.97,29.54
09/09/2012 0:00,29.71,29.3
10/09/2012 0:00,29.71,29.27
11/09/2012 0:00,29.84,29.4
12/09/2012 0:00,29.85,29.41
13/09/2012 0:00,29.71,29.18
14/09/2012 0:00,29.46,28.93
15/09/2012 0:00,29.28,28.84
16/09/2012 0:00,29.28,29
17/09/2012 0:00,29.59,29.19
18/09/2012 0:00,29.17,28.9
19/09/2012 0:00,29.45,29.1
20/09/2012 0:00,29.4,29.07
21/09/2012 0:00,29.2,28.9
22/09/2012 0:00,29,28.69
23/09/2012 0:00,28.95,28.58
24/09/2012 0:00,28.89,28.43
25/09/2012 0:00,28.94,28.49
26/09/2012 0:00,28.81,28.33
27/09/2012 0:00,28.85,28.35
28/09/2012 0:00,29.31,28.71
29/09/2012 0:00,29.58,29.03
30/09/2012 0:00,29.56,28.99
01/10/2012 0:00,29.66,29.12
02/10/2012 0:00,29.68,29.2
03/10/2012 0:00,29.34,28.93
04/10/2012 0:00,,
05/10/2012 0:00,,
06/10/2012 0:00,,
07/10/2012 0:00,,
08/10/2012 0:00,,
09/10/2012 0:00,28.35,27.96
10/10/2012 0:00,28.08,27.78
11/10/2012 0:00,28,27.61
12/10/2012 0:00,28.35,27.95
13/10/2012 0:00,28.21,27.83
14/10/2012 0:00,28.28,27.82
15/10/2012 0:00,28.22,27.83
16/10/2012 0:00,28.65,28.23
17/10/2012 0:00,28.71,28.27
18/10/2012 0:00,28.78,28.24
19/10/2012 0:00,28.48,27.91
20/10/2012 0:00,28.53,27.94
21/10/2012 0:00,28.27,27.73
22/10/2012 0:00,28.01,27.59
23/10/2012 0:00,27.93,27.68
24/10/2012 0:00,27.59,27.38
25/10/2012 0:00,27.45,27.1
26/10/2012 0:00,27.31,26.92
27/10/2012 0:00,26.92,26.54
28/10/2012 0:00,26.9,26.55
29/10/2012 0:00,27.08,26.6
30/10/2012 0:00,27.22,26.66
31/10/2012 0:00,27.34,26.78
01/11/2012 0:00,27.52,26.94
02/11/2012 0:00,27.7,27.08
03/11/2012 0:00,27.73,27.19
04/11/2012 0:00,27.45,26.89
05/11/2012 0:00,27.45,26.96
06/11/2012 0:00,27.48,26.91
07/11/2012 0:00,27.43,26.87
08/11/2012 0:00,27.46,26.79
09/11/2012 0:00,26.84,26.32
10/11/2012 0:00,25.63,25.16
11/11/2012 0:00,24.73,24.02
12/11/2012 0:00,24.58,23.84
13/11/2012 0:00,24.75,24.1
14/11/2012 0:00,25.18,24.51
15/11/2012 0:00,25.34,24.68
16/11/2012 0:00,24.97,24.36
17/11/2012 0:00,24.98,24.43
18/11/2012 0:00,25.51,24.99
19/11/2012 0:00,25.66,25.28
20/11/2012 0:00,25.53,25.07
21/11/2012 0:00,,
22/11/2012 0:00,25.23,24.74
23/11/2012 0:00,24.42,23.91
24/11/2012 0:00,24.01,23.41
25/11/2012 0:00,24.13,23.62
26/11/2012 0:00,24.21,23.66
27/11/2012 0:00,24.07,23.54
28/11/2012 0:00,24.05,23.51
29/11/2012 0:00,23.91,23.37
30/11/2012 0:00,23.9,23.44
01/12/2012 0:00,24.02,23.58
02/12/2012 0:00,24.17,23.75
03/12/2012 0:00,24.24,23.85
04/12/2012 0:00,24.44,23.94
05/12/2012 0:00,23.66,23.2
06/12/2012 0:00,23.25,22.84
07/12/2012 0:00,23.13,22.68
08/12/2012 0:00,23.29,22.81
09/12/2012 0:00,23.31,22.88
10/12/2012 0:00,23.17,22.71
11/12/2012 0:00,22.32,21.93
12/12/2012 0:00,22.41,21.97
13/12/2012 0:00,22.51,22.18
14/12/2012 0:00,22.56,22.18
15/12/2012 0:00,22.65,22.31
16/12/2012 0:00,22.26,22.02
17/12/2012 0:00,22.32,21.95
18/12/2012 0:00,22.55,21.96
19/12/2012 0:00,22.63,21.91
20/12/2012 0:00,22.33,21.73
21/12/2012 0:00,21.2,20.71
22/12/2012 0:00,20.45,20
23/12/2012 0:00,20.85,20.63
24/12/2012 0:00,21.55,21.33
25/12/2012 0:00,21.72,21.45
26/12/2012 0:00,21.96,21.73
27/12/2012 0:00,22.04,21.8
28/12/2012 0:00,21.96,21.74
29/12/2012 0:00,22.13,21.87
30/12/2012 0:00,22.15,21.85
31/12/2012 0:00,21.98,21.72
01/01/2013 0:00,22.06,21.78
02/01/2013 0:00,22.26,21.87
03/01/2013 0:00,21.96,21.59
04/01/2013 0:00,21.99,21.59
05/01/2013 0:00,,
06/01/2013 0:00,,
07/01/2013 0:00,18.84,18.36
08/01/2013 0:00,18.3,17.7
09/01/2013 0:00,16.93,16.45
10/01/2013 0:00,17.41,17.08
11/01/2013 0:00,18.3,18.12
12/01/2013 0:00,18.92,18.9
13/01/2013 0:00,19.13,19.1
14/01/2013 0:00,19.69,19.62
15/01/2013 0:00,19.87,19.74
16/01/2013 0:00,19.94,19.76
17/01/2013 0:00,20.64,20.32
18/01/2013 0:00,20.77,20.48
19/01/2013 0:00,20.79,20.65
20/01/2013 0:00,20.63,20.48
21/01/2013 0:00,20.92,20.72
22/01/2013 0:00,21.25,20.94
23/01/2013 0:00,21.79,21.47
24/01/2013 0:00,21.47,21.4
25/01/2013 0:00,21.94,21.42
26/01/2013 0:00,21.86,21.53
27/01/2013 0:00,22.03,21.55
28/01/2013 0:00,21.63,21.52
29/01/2013 0:00,21.22,20.95
30/01/2013 0:00,20.74,20.52
31/01/2013 0:00,19.29,18.93
01/02/2013 0:00,18.69,18.17
02/02/2013 0:00,19.08,18.64
03/02/2013 0:00,19.96,19.61
04/02/2013 0:00,20.61,20.28
05/02/2013 0:00,21.08,20.58
06/02/2013 0:00,21.08,20.62
07/02/2013 0:00,20.99,20.55
08/02/2013 0:00,21.26,20.75
09/02/2013 0:00,21.5,21.12
10/02/2013 0:00,,
11/02/2013 0:00,,
12/02/2013 0:00,,
13/02/2013 0:00,,
14/02/2013 0:00,21.85,21.32
15/02/2013 0:00,21.52,21.04
16/02/2013 0:00,20.8,20.36
17/02/2013 0:00,20.53,20.14
18/02/2013 0:00,20.81,20.53
19/02/2013 0:00,21.21,20.95
20/02/2013 0:00,21.07,20.93
21/02/2013 0:00,21.07,20.93
22/02/2013 0:00,21.47,21.14
23/02/2013 0:00,21.92,21.58
24/02/2013 0:00,21.96,21.53
25/02/2013 0:00,22.23,21.68
26/02/2013 0:00,22.43,21.96
27/02/2013 0:00,22.61,22.25
28/02/2013 0:00,,
01/03/2013 0:00,,
02/03/2013 0:00,,
03/03/2013 0:00,10.83,0
04/03/2013 0:00,22.56,22
05/03/2013 0:00,22.39,21.98
06/03/2013 0:00,22,21.7
07/03/2013 0:00,21.46,21.24
08/03/2013 0:00,21.95,21.53
09/03/2013 0:00,22.52,22.19
10/03/2013 0:00,22.42,22.06
11/03/2013 0:00,22.72,22.19
12/03/2013 0:00,23.4,22.81
13/03/2013 0:00,23.77,23.23
14/03/2013 0:00,23.99,23.42
15/03/2013 0:00,24.26,23.64
16/03/2013 0:00,24.37,23.89
17/03/2013 0:00,23.33,23.02
18/03/2013 0:00,22.83,22.56
19/03/2013 0:00,22.63,22.43
20/03/2013 0:00,22.76,22.5
21/03/2013 0:00,23.04,22.69
22/03/2013 0:00,23.25,22.87
23/03/2013 0:00,23.09,22.77
24/03/2013 0:00,22.72,22.56
25/03/2013 0:00,22.84,22.62
26/03/2013 0:00,23.44,23.1
27/03/2013 0:00,23.47,23.11
28/03/2013 0:00,23.36,23.16
29/03/2013 0:00,23.51,23.16
30/03/2013 0:00,23.3,23.04
31/03/2013 0:00,23.78,23.34
01/04/2013 0:00,24.22,23.71
02/04/2013 0:00,24.17,23.71
03/04/2013 0:00,23.86,23.51
04/04/2013 0:00,23.92,23.47
05/04/2013 0:00,23.75,23.24
06/04/2013 0:00,23.75,23.32
07/04/2013 0:00,24.11,23.62
08/04/2013 0:00,24.38,23.84
09/04/2013 0:00,24.2,23.74
10/04/2013 0:00,23.85,23.38
11/04/2013 0:00,,
12/04/2013 0:00,,
13/04/2013 0:00,,
14/04/2013 0:00,24.21,23.6
15/04/2013 0:00,24.2,23.64
16/04/2013 0:00,24.18,23.56
17/04/2013 0:00,23.64,23.09
18/04/2013 0:00,23.62,23.05
19/04/2013 0:00,,23.24
20/04/2013 0:00,,
21/04/2013 0:00,22.6,22.29
22/04/2013 0:00,23.06,22.76
23/04/2013 0:00,23.31,23
24/04/2013 0:00,23.72,23.34
25/04/2013 0:00,24.01,23.66
26/04/2013 0:00,24.18,23.85
27/04/2013 0:00,24.56,24.22
28/04/2013 0:00,25.11,24.69
29/04/2013 0:00,25.42,24.86
30/04/2013 0:00,25.53,25.11
01/05/2013 0:00,25.89,25.45
02/05/2013 0:00,26.18,25.59
03/05/2013 0:00,26.15,25.58
04/05/2013 0:00,26.19,25.71
05/05/2013 0:00,26.21,25.77
06/05/2013 0:00,26.3,25.91
07/05/2013 0:00,26.57,25.99
08/05/2013 0:00,26.51,26.02
09/05/2013 0:00,26.73,26.12
10/05/2013 0:00,26.73,26.15
11/05/2013 0:00,26.9,26.26
12/05/2013 0:00,26.32,25.77
13/05/2013 0:00,26.14,25.56
14/05/2013 0:00,26.19,25.55
15/05/2013 0:00,25.96,25.43
16/05/2013 0:00,25.76,25.26
17/05/2013 0:00,,
18/05/2013 0:00,,
19/05/2013 0:00,26.81,26.2
20/05/2013 0:00,26.56,26.16
21/05/2013 0:00,26.99,26.42
22/05/2013 0:00,27.11,26.41
23/05/2013 0:00,27.17,26.6
24/05/2013 0:00,27.49,26.84
25/05/2013 0:00,27.65,27.08
26/05/2013 0:00,27.3,26.66
27/05/2013 0:00,27.22,26.41
28/05/2013 0:00,27.5,26.69
29/05/2013 0:00,27.11,26.5
30/05/2013 0:00,27.19,
31/05/2013 0:00,27.59,
01/06/2013 0:00,27.72,
02/06/2013 0:00,27.6,
03/06/2013 0:00,28.08,
04/06/2013 0:00,27.95,
05/06/2013 0:00,27.55,
06/06/2013 0:00,27.54,21.77
07/06/2013 0:00,27.58,26.93
08/06/2013 0:00,27.58,26.96
09/06/2013 0:00,28.01,27.44
10/06/2013 0:00,28.04,27.35
11/06/2013 0:00,28.02,27.27
12/06/2013 0:00,27.91,27.3
13/06/2013 0:00,28.02,27.34
14/06/2013 0:00,27.91,27.27
15/06/2013 0:00,27.82,27.38
16/06/2013 0:00,27.82,27.4
17/06/2013 0:00,28.01,27.39
18/06/2013 0:00,28.2,27.56
19/06/2013 0:00,28.57,27.89
20/06/2013 0:00,28.76,28.1
21/06/2013 0:00,28.77,28.12
22/06/2013 0:00,,
23/06/2013 0:00,29.04,28.4
24/06/2013 0:00,28.99,28.42
25/06/2013 0:00,29.07,28.48
26/06/2013 0:00,29.28,28.57
27/06/2013 0:00,29.19,28.57
28/06/2013 0:00,29.09,28.45
29/06/2013 0:00,29.35,28.76
30/06/2013 0:00,29.19,28.75
01/07/2013 0:00,28.86,28.28
02/07/2013 0:00,28.73,27.98
03/07/2013 0:00,28.64,27.94
04/07/2013 0:00,28.85,28.17
05/07/2013 0:00,,
06/07/2013 0:00,,
07/07/2013 0:00,28.6,28.06
08/07/2013 0:00,,
09/07/2013 0:00,,
10/07/2013 0:00,,
11/07/2013 0:00,,
12/07/2013 0:00,,
13/07/2013 0:00,,
14/07/2013 0:00,,
15/07/2013 0:00,,
16/07/2013 0:00,,
17/07/2013 0:00,,
18/07/2013 0:00,,
19/07/2013 0:00,,
20/07/2013 0:00,,
21/07/2013 0:00,,
22/07/2013 0:00,29.76,28.91
23/07/2013 0:00,,
24/07/2013 0:00,,
25/07/2013 0:00,,
26/07/2013 0:00,,
27/07/2013 0:00,,
28/07/2013 0:00,,
29/07/2013 0:00,,
30/07/2013 0:00,,
31/07/2013 0:00,,
01/08/2013 0:00,29.74,28.92
02/08/2013 0:00,29.68,28.89
03/08/2013 0:00,30.12,29.32
04/08/2013 0:00,29.99,29.18
05/08/2013 0:00,29.95,29.18
06/08/2013 0:00,30.28,29.43
07/08/2013 0:00,30.13,29.31
08/08/2013 0:00,30.03,29.19
09/08/2013 0:00,29.86,29.05
10/08/2013 0:00,30.04,29.33
11/08/2013 0:00,29.98,29.2
12/08/2013 0:00,29.91,29.14
13/08/2013 0:00,29.71,28.93
14/08/2013 0:00,29.66,28.89
15/08/2013 0:00,30.21,29.47
16/08/2013 0:00,30.25,29.49
17/08/2013 0:00,30.33,29.62
18/08/2013 0:00,30.41,29.67
19/08/2013 0:00,30.12,29.41
20/08/2013 0:00,29.98,29.22
21/08/2013 0:00,30.2,29.45
22/08/2013 0:00,30.07,29.34
23/08/2013 0:00,29.96,29.26
24/08/2013 0:00,29.78,29.13
25/08/2013 0:00,29.74,28.96
26/08/2013 0:00,29.88,29.13
27/08/2013 0:00,29.85,29.11
28/08/2013 0:00,29.74,29.01
29/08/2013 0:00,30.03,29.33
30/08/2013 0:00,29.97,29.36
31/08/2013 0:00,,
01/09/2013 0:00,,
02/09/2013 0:00,30.19,29.39
03/09/2013 0:00,30.11,29.38
04/09/2013 0:00,29.97,29.22
05/09/2013 0:00,29.93,29.24
06/09/2013 0:00,29.28,28.7
07/09/2013 0:00,29.26,28.74
08/09/2013 0:00,29.38,28.83
09/09/2013 0:00,28.91,28.32
10/09/2013 0:00,,
11/09/2013 0:00,29.27,28.6
12/09/2013 0:00,29.18,28.52
13/09/2013 0:00,29.4,28.72
14/09/2013 0:00,29.81,29.24
15/09/2013 0:00,29.52,29.03
16/09/2013 0:00,29.41,28.68
17/09/2013 0:00,29.04,28.37
18/09/2013 0:00,29,28.29
19/09/2013 0:00,29.11,28.49
20/09/2013 0:00,,
21/09/2013 0:00,,
22/09/2013 0:00,,
23/09/2013 0:00,,
24/09/2013 0:00,,
25/09/2013 0:00,,
26/09/2013 0:00,,
27/09/2013 0:00,,
28/09/2013 0:00,,
29/09/2013 0:00,27.58,27.09
30/09/2013 0:00,,
01/10/2013 0:00,,
02/10/2013 0:00,,
03/10/2013 0:00,28.08,27.44
04/10/2013 0:00,28.01,27.39
05/10/2013 0:00,27.52,27.05
06/10/2013 0:00,26.99,26.41
07/10/2013 0:00,26.37,25.91
08/10/2013 0:00,25.82,25.53
09/10/2013 0:00,,
10/10/2013 0:00,26.56,26.27
11/10/2013 0:00,27,26.56
12/10/2013 0:00,27.03,26.88
13/10/2013 0:00,26.96,26.73
14/10/2013 0:00,27.36,26.88
15/10/2013 0:00,27.25,26.71
16/10/2013 0:00,26.99,26.45
17/10/2013 0:00,27.16,26.65
18/10/2013 0:00,26.99,26.44
19/10/2013 0:00,27.08,26.54
20/10/2013 0:00,26.64,26.2
21/10/2013 0:00,26.2,25.83
22/10/2013 0:00,26.32,25.87
23/10/2013 0:00,26.48,26.04
24/10/2013 0:00,26.58,26.1
25/10/2013 0:00,26.32,25.87
26/10/2013 0:00,25.97,25.7
27/10/2013 0:00,25.99,25.83
28/10/2013 0:00,25.81,25.67
29/10/2013 0:00,25.74,25.46
30/10/2013 0:00,26.05,25.68
31/10/2013 0:00,25.86,25.43
01/11/2013 0:00,,
02/11/2013 0:00,,
03/11/2013 0:00,25.97,25.67
04/11/2013 0:00,25.71,25.65
05/11/2013 0:00,26.06,25.73
06/11/2013 0:00,26.33,25.95
07/11/2013 0:00,26.2,25.67
08/11/2013 0:00,26.06,25.52
09/11/2013 0:00,26.09,25.66
10/11/2013 0:00,25.98,25.61
11/11/2013 0:00,25.94,25.56
12/11/2013 0:00,26.11,25.45
13/11/2013 0:00,25.92,25.23
14/11/2013 0:00,25.83,25.24
15/11/2013 0:00,25.79,25.13
16/11/2013 0:00,25.76,25.1
17/11/2013 0:00,25.56,24.97
18/11/2013 0:00,25.23,24.6
19/11/2013 0:00,25.04,24.32
20/11/2013 0:00,25.14,24.49
21/11/2013 0:00,25.16,24.55
22/11/2013 0:00,25.06,24.45
23/11/2013 0:00,24.92,24.43
24/11/2013 0:00,25.25,24.6
25/11/2013 0:00,25.05,24.48
26/11/2013 0:00,25.12,24.4
27/11/2013 0:00,25.31,24.54
28/11/2013 0:00,25.89,25.22
29/11/2013 0:00,25.38,24.71
30/11/2013 0:00,24.76,24.33
01/12/2013 0:00,24.7,24.02
02/12/2013 0:00,24.85,24.2
03/12/2013 0:00,24.96,24.33
04/12/2013 0:00,25.46,24.85
05/12/2013 0:00,25.12,24.56
06/12/2013 0:00,,
07/12/2013 0:00,,
08/12/2013 0:00,,
09/12/2013 0:00,22.77,22.29
10/12/2013 0:00,22.32,21.98
11/12/2013 0:00,21.27,20.78
12/12/2013 0:00,19.54,19.12
13/12/2013 0:00,16.99,16.39
14/12/2013 0:00,14.72,14.27
15/12/2013 0:00,16.35,16.31
16/12/2013 0:00,18.12,18.07
17/12/2013 0:00,18.8,18.42
18/12/2013 0:00,19.19,18.97
19/12/2013 0:00,19.4,19.14
20/12/2013 0:00,19.79,19.47
21/12/2013 0:00,20.19,19.84
22/12/2013 0:00,19.98,19.9
23/12/2013 0:00,20.18,20.06
24/12/2013 0:00,20.09,20.01
25/12/2013 0:00,19.94,20.05
26/12/2013 0:00,20.1,20
27/12/2013 0:00,20.29,20.56
28/12/2013 0:00,21.02,20.99
29/12/2013 0:00,20.85,20.88
30/12/2013 0:00,20.98,20.7
31/12/2013 0:00,20.6,20.23
01/01/2014 0:00,20.59,20.29
02/01/2014 0:00,20.85,20.7
03/01/2014 0:00,20.77,20.63
04/01/2014 0:00,20.79,20.65
05/01/2014 0:00,20.64,20.52
06/01/2014 0:00,20.41,20.31
07/01/2014 0:00,20.29,20.15
08/01/2014 0:00,20.2,20.04
09/01/2014 0:00,20.36,20.46
10/01/2014 0:00,20.63,20.6
11/01/2014 0:00,20.95,20.76
12/01/2014 0:00,20.9,20.65
13/01/2014 0:00,21.24,20.99
14/01/2014 0:00,21.48,21.34
15/01/2014 0:00,21.35,21.28
16/01/2014 0:00,21.36,21.21
17/01/2014 0:00,21.48,21.16
18/01/2014 0:00,21.59,21.45
19/01/2014 0:00,21.28,21.23
20/01/2014 0:00,21.11,21.11
21/01/2014 0:00,21.1,20.81
22/01/2014 0:00,21.12,21.12
23/01/2014 0:00,21.77,21.56
24/01/2014 0:00,21.67,21.35
25/01/2014 0:00,21.59,21.46
26/01/2014 0:00,21.52,21.23
27/01/2014 0:00,21.85,21.48
28/01/2014 0:00,21.5,21.06
29/01/2014 0:00,21.36,21.11
30/01/2014 0:00,21.29,21.11
31/01/2014 0:00,21.57,21.25
01/02/2014 0:00,21.62,21.43
02/02/2014 0:00,21.4,21.24
03/02/2014 0:00,21.25,21.14
04/02/2014 0:00,21.15,21.03
05/02/2014 0:00,20.69,20.52
06/02/2014 0:00,20.52,20.35
07/02/2014 0:00,20.5,20.23
08/02/2014 0:00,20.33,20.23
09/02/2014 0:00,20.44,20.29
