Date,SV reactor 1,SV reactor 2,SV reactor 3,SV reactor 4,mlss reactor 1,volume reactor 1,mlss reactor 2,volume reactor 2,mlss reactor 3,volume reactor 3,mlss reactor 4,volume reactor 4
14/10/2018 00:00,3.39,3.56,3.46,3.56,1840,240,1732,240,1888,230,1884,230
15/10/2018 00:00,3.54,3.8,3.79,3.76,1776,250,1660,240,1808,220,1796,220
16/10/2018 00:00,3.26,3.31,3.49,3.49,1976,250,1804,220,1896,220,1904,210
17/10/2018 00:00,3.14,3.49,3.6,3.67,1952,260,1720,240,1988,240,1960,240
18/10/2018 00:00,3.49,3.29,3.49,3.57,1848,200,1832,200,1968,210,2232,210
19/10/2018 00:00,3.53,3.53,3.34,3.4,1720,240,1592,210,2000,250,1884,240
20/10/2018 00:00,3.43,3.54,3.2,3.34,1912,250,1756,260,2232,210,2232,280
21/10/2018 00:00,3.77,3.71,3.57,3.44,1600,230,1484,190,1940,230,2088,270
22/10/2018 00:00,3.24,3.43,3.67,2.69,1768,220,1756,210,1932,180,2412,360
23/10/2018 00:00,3.46,3.63,3.26,2.97,1752,250,1592,220,2260,250,2264,280
24/10/2018 00:00,3.36,3.49,3.96,4.04,1860,270,1700,250,2184,190,2148,190
25/10/2018 00:00,3.11,3.71,3.29,3.2,2032,280,1752,230,2328,270,2220,270
26/10/2018 00:00,2.94,3.17,3.26,3.36,1820,300,1588,240,1896,270,2032,270
27/10/2018 00:00,2.94,3.34,3.33,3.33,2172,320,1872,280,2064,280,2124,270
28/10/2018 00:00,2.63,2.89,3.27,3.41,1900,360,1932,320,2016,280,2076,280
29/10/2018 00:00,2.97,3.2,3.09,3.41,1976,300,2308,260,2328,270,,280
30/10/2018 00:00,2.97,3.63,3.17,3.31,1912,300,1580,240,1912,270,1860,250
31/10/2018 00:00,3.27,3.5,3.39,3.43,1912,270,1720,250,1940,250,1844,250
01/11/2018 00:00,3.7,3.49,3.5,3.61,1700,300,1668,240,1784,270,1712,250
02/11/2018 00:00,3.4,3.51,3.49,3.46,1816,220,1908,200,1764,210,2136,230
03/11/2018 00:00,3.49,3.49,3.2,3.34,1844,230,2052,240,2076,270,2456,260
04/11/2018 00:00,4.03,3.6,3.49,2.86,1660,220,1884,240,2172,260,2016,280
05/11/2018 00:00,3.69,3.54,3.43,4,1876,250,1980,270,1872,240,2016,0
06/11/2018 00:00,3.34,3.2,3.66,3.51,1904,250,2072,220,1676,230,1732,240
07/11/2018 00:00,3.06,3.1,3.59,3.46,2016,300,1988,260,1680,260,1744,220
08/11/2018 00:00,3.07,3.11,3.44,3.49,2064,330,2020,300,1640,240,1632,230
09/11/2018 00:00,2.94,2.8,3.46,3.6,2208,320,2328,350,1816,260,1744,250
10/11/2018 00:00,2.89,2.74,3.37,3.6,2328,350,2472,360,1880,260,1852,250
11/11/2018 00:00,2.63,2.41,3.24,3.3,2168,330,2224,330,1792,250,1796,250
12/11/2018 00:00,2.37,2.31,3.31,2.84,2084,350,2212,400,1884,280,2216,300
13/11/2018 00:00,2.81,2.7,3.49,3.41,2040,380,2004,350,1744,260,1728,260
14/11/2018 00:00,2.34,2.49,3.2,3.46,2032,400,1944,330,1708,250,1682,250
15/11/2018 00:00,2.74,2.74,3.36,3.16,1792,340,1916,320,1752,240,1788,260
16/11/2018 00:00,2.77,2.4,3.41,3.39,1824,380,1844,350,1664,260,1764,260
17/11/2018 00:00,2.64,2.36,3.13,3.17,2056,320,2144,310,1972,230,1976,250
18/11/2018 00:00,2.97,2.81,3.33,3.59,1956,300,2024,350,1864,250,1804,230
19/11/2018 00:00,2.77,2.79,3.36,3.56,1908,360,1844,340,1848,250,1992,240
20/11/2018 00:00,2.93,2.99,3.4,3.4,1808,300,1696,270,1816,240,2036,230
21/11/2018 00:00,3.09,3.46,3.34,3.34,1756,270,1556,250,2000,250,1908,250
22/11/2018 00:00,3.24,3.59,3.86,3.66,1724,300,1536,270,1856,250,1893,250
23/11/2018 00:00,3.4,3.61,3.66,3.66,1388,250,1432,240,1584,190,1672,250
24/11/2018 00:00,3.19,3.43,3.49,3.54,1920,300,1744,260,2000,210,2024,210
25/11/2018 00:00,3.06,3.1,3.26,3.24,1684,300,1768,330,1996,240,1996,240
26/11/2018 00:00,3.34,3.43,4,3.49,1696,290,1656,280,,0,2192,250
27/11/2018 00:00,3.34,3.43,3.69,3.31,1608,260,1580,240,2027,230,2216,280
28/11/2018 00:00,3.31,3.46,3.46,3.8,1752,270,1684,250,2136,260,2256,230
29/11/2018 00:00,3.11,3.57,3.69,3.83,1756,270,1564,240,2112,210,2080,210
30/11/2018 00:00,3.54,3.4,4.26,3.66,1592,250,1532,270,1936,230,1872,240
01/12/2018 00:00,2.77,3.31,3.71,3.86,1880,300,1628,270,1892,230,1968,210
02/12/2018 00:00,3.17,3.23,3.91,3.91,1744,270,1656,260,1992,200,,200
03/12/2018 00:00,3.04,3.27,3.83,3.83,1736,260,1656,240,2160,210,2204,190
04/12/2018 00:00,2.89,3.27,3.79,3.83,1948,310,1772,210,2112,180,2088,180
05/12/2018 00:00,2.97,3.34,4.17,4.09,1920,300,1796,250,2532,170,2088,180
06/12/2018 00:00,2.57,2.71,4.04,4.09,1972,330,1856,310,1940,160,1936,150
07/12/2018 00:00,3.49,3.2,4.43,4.4,1408,200,1676,220,1936,150,1592,160
08/12/2018 00:00,3.14,2.89,4.31,4.5,1856,220,1984,210,1620,110,1648,100
09/12/2018 00:00,2.94,3.11,4.83,4.83,2052,240,1972,230,1792,110,1864,120
10/12/2018 00:00,2.89,3.23,4.54,4.57,2200,260,1960,230,2044,110,1852,110
11/12/2018 00:00,2.97,3.34,4.74,4.74,2192,300,1936,240,1916,120,1852,110
12/12/2018 00:00,3.31,3.64,4.87,4.87,2040,280,1916,250,2008,130,1956,120
13/12/2018 00:00,3.26,3.49,4.69,4.69,2004,230,1800,210,1904,110,1892,110
14/12/2018 00:00,3.1,3.33,4.47,4.77,1968,250,1912,240,1824,140,1868,120
15/12/2018 00:00,3.19,3.56,4.51,4.71,2164,250,1772,230,1924,130,1936,120
16/12/2018 00:00,2.97,3.7,4.69,4.91,1988,250,1828,220,1996,120,1912,120
17/12/2018 00:00,3.26,3.34,4.71,4.71,1748,210,1688,200,1920,110,1884,120
18/12/2018 00:00,3.09,3.6,4.46,0,1980,250,1688,200,1980,160,,0
19/12/2018 00:00,3.23,3.86,4.43,4.54,1924,250,1660,220,1808,180,1748,150
20/12/2018 00:00,3.69,3.69,5.54,5.54,1656,180,1756,180,1584,100,1648,100
21/12/2018 00:00,3.23,3.4,4.69,4.69,2008,230,2216,230,1676,110,1676,110
22/12/2018 00:00,2.89,3.26,4.71,4.71,2130,210,2076,200,1788,120,1808,120
23/12/2018 00:00,3.16,3.46,4.14,4.24,1944,230,1752,200,1760,130,1704,120
24/12/2018 00:00,3.51,3.86,3.83,4.03,1964,240,1812,220,1708,180,1696,180
25/12/2018 00:00,3.4,3.54,4.3,4.66,1944,240,1820,230,1796,150,1656,140
26/12/2018 00:00,3.4,3.44,4.2,4.37,1872,240,1812,230,1688,160,1660,150
27/12/2018 00:00,3.59,3.64,4.37,4.44,1592,210,1612,210,1736,140,1556,140
28/12/2018 00:00,3.3,3.36,3.71,3.71,1836,210,1816,210,1640,150,1664,150
29/12/2018 00:00,3.1,3.64,4.13,4.01,2084,290,1896,250,1832,170,1688,180
30/12/2018 00:00,3.37,3.43,3.97,4.11,1848,200,1820,200,1700,150,1764,150
31/12/2018 00:00,3.51,3.66,3.94,3.94,1932,220,1820,200,1808,160,1840,160
01/01/2019 00:00,3.41,3.63,3.79,3.91,1900,240,1836,230,2172,190,1504,180
02/01/2019 00:00,3.23,3.8,3.91,3.97,2064,240,1636,220,1604,200,1992,180
03/01/2019 00:00,3.23,3.46,3.74,3.74,1936,270,1900,250,1720,180,1884,160
04/01/2019 00:00,3.16,3.29,3.81,4.04,1816,270,1776,270,1736,200,1736,190
05/01/2019 00:00,2.44,2.97,3.99,4.4,2048,290,1948,270,1772,190,1736,180
06/01/2019 00:00,3.09,3.17,3.97,4.14,1904,240,1852,230,1800,160,1800,160
07/01/2019 00:00,3.26,3.14,4,4.23,1848,250,1976,240,1892,190,1716,180
08/01/2019 00:00,3.37,3.23,4.31,4.17,1892,230,1808,250,1720,160,1744,160
09/01/2019 00:00,3.69,3.8,4.03,4.03,1488,170,1468,180,1868,160,1964,160
10/01/2019 00:00,4.37,3.97,3.34,3.2,1196,170,1208,180,2216,200,2228,220
11/01/2019 00:00,4.34,4.2,3.49,3.43,1108,160,1128,170,2252,200,2336,220
12/01/2019 00:00,4.17,4.06,3,2.94,1124,140,1176,150,2548,280,2508,300
13/01/2019 00:00,4.57,4.41,3.31,3.43,1104,140,1156,150,2452,270,2360,260
14/01/2019 00:00,3.97,3.89,3.79,3.74,1464,170,1528,180,2128,190,2244,190
15/01/2019 00:00,3.37,3.37,3.69,3.86,1736,230,1828,230,1840,160,1888,160
16/01/2019 00:00,3.69,3.73,4.19,4.26,1756,220,1744,220,1840,170,1768,150
17/01/2019 00:00,3.71,3.6,4.43,4.43,1720,210,1912,200,1728,150,1836,150
18/01/2019 00:00,3.49,3.77,4.4,4.26,1808,220,1752,200,1640,150,1760,160
19/01/2019 00:00,3.46,3.71,4.46,4.46,2028,230,1812,220,1732,150,1804,150
20/01/2019 00:00,3.2,3.6,3.8,3.97,1952,230,1716,200,1876,180,1820,160
21/01/2019 00:00,3.49,3.66,3.83,3.83,1812,240,1688,230,1816,190,1772,190
22/01/2019 00:00,3.26,3.74,4.17,3.94,1912,230,1812,200,1856,170,1908,180
23/01/2019 00:00,3.13,3.49,3.84,3.97,2016,270,1904,250,1880,190,1964,190
24/01/2019 00:00,3.36,3.49,3.96,4.04,2036,270,1980,250,1856,190,1824,190
25/01/2019 00:00,3.14,3.4,3.76,3.8,1928,270,1844,250,1928,200,1928,200
26/01/2019 00:00,3.23,3.41,3.54,3.63,1932,270,2064,250,1968,210,1948,210
27/01/2019 00:00,2.94,3.29,4.06,3.69,2124,280,2076,260,1776,200,1912,220
28/01/2019 00:00,2.57,2.94,3.57,3.57,2112,360,2280,290,1844,220,2448,210
29/01/2019 00:00,2.91,3.24,4.17,3.97,1996,280,1880,270,1720,190,1724,230
30/01/2019 00:00,3.17,3.46,3.4,3.54,1828,290,1644,250,1888,240,1744,230
31/01/2019 00:00,3.29,3.29,3.66,3.51,1756,250,1736,250,1740,200,1776,200
01/02/2019 00:00,3.34,3.57,3.71,3.94,1824,240,1800,220,1800,200,1832,200
02/02/2019 00:00,2.94,2.93,3.39,3.47,2080,300,2100,300,1960,230,1868,230
03/02/2019 00:00,3,3.19,3.36,3.5,2096,320,1884,290,1892,230,1708,220
04/02/2019 00:00,3.04,3.26,3.46,3.59,2032,310,1948,290,1936,240,1836,230
05/02/2019 00:00,3.17,3.17,3.31,3.26,1908,380,1856,290,1992,240,1836,230
06/02/2019 00:00,3.07,3.09,3.34,3.59,2000,270,1980,260,2016,240,1896,230
07/02/2019 00:00,3.23,3.6,3.8,3.49,1756,240,1680,220,1464,180,1508,190
08/02/2019 00:00,2.97,3.14,3.11,3.2,1956,230,1780,220,1946,230,1876,240
09/02/2019 00:00,3.11,3.11,3.69,3.77,2028,250,1908,240,1800,230,1848,240
10/02/2019 00:00,2.8,3.34,3.54,3.46,1924,280,1804,240,1824,200,1876,210
11/02/2019 00:00,3.06,3.23,3.46,3.46,1908,240,1832,230,1796,180,1892,190
12/02/2019 00:00,3.21,3.53,3.59,3.43,1800,240,1636,220,1928,220,2168,190
13/02/2019 00:00,3.23,3.53,3.63,3.43,1748,250,,220,1900,220,2036,230
14/02/2019 00:00,3.34,3.89,4.16,4.16,1772,250,1752,240,2032,220,1964,200
15/02/2019 00:00,3.39,3.5,3.69,3.8,1700,240,1660,240,1768,210,1736,210
16/02/2019 00:00,2.81,2.81,3.77,3.84,1856,280,1536,280,1600,190,1652,190
17/02/2019 00:00,2.54,3.11,3.4,3.26,2008,250,1864,220,1900,180,1964,200
18/02/2019 00:00,2.49,2.89,3.71,3.37,2084,260,1916,230,1764,180,1984,200
19/02/2019 00:00,2.63,3.03,3.43,3.26,2124,260,1964,230,1872,200,1864,220
20/02/2019 00:00,2.83,2.94,3.86,3.86,2028,290,1808,240,1796,190,1700,190
21/02/2019 00:00,2.83,3.34,3.49,3.37,2016,270,1680,250,1904,210,1956,200
22/02/2019 00:00,3.09,3.46,3.6,3.54,1820,270,1748,250,1864,220,1844,240
23/02/2019 00:00,3.06,3,3.74,3.37,1888,250,1972,280,1872,230,1944,250
24/02/2019 00:00,2.64,2.94,3.94,3.7,2024,310,1852,290,1848,230,1836,230
25/02/2019 00:00,2.66,2.86,3.34,3.34,1900,300,1776,290,1868,250,1856,230
26/02/2019 00:00,2.89,3.16,3.59,3.59,1924,310,1820,290,1828,220,1796,240
27/02/2019 00:00,3.2,3.43,3.54,3.6,1760,240,1708,230,1860,220,1808,200
28/02/2019 00:00,2.94,3.31,3.43,3.43,1760,230,1652,210,1916,200,1880,200
01/03/2019 00:00,3.27,3.46,3.51,3.11,1848,210,1700,200,1996,200,2212,200
02/03/2019 00:00,2.57,2.8,3.2,3.2,2068,300,1936,270,2140,250,2100,250
03/03/2019 00:00,3.1,3.14,3.34,3.46,1700,270,1712,270,1804,220,1812,240
04/03/2019 00:00,3.09,2.94,3.46,3.31,1788,260,1736,270,2048,220,1992,230
05/03/2019 00:00,3.29,3.09,3.63,3.56,1776,270,1740,270,1908,240,1992,240
06/03/2019 00:00,3.31,3.49,3.53,3.56,1776,270,1760,250,1904,220,1868,210
07/03/2019 00:00,3.16,3.24,3.24,3.21,1836,250,1572,250,1776,230,1784,220
08/03/2019 00:00,3.29,3.3,3.2,3.13,1524,260,1940,250,2092,250,2384,250
09/03/2019 00:00,3.21,3.46,3.16,3.14,1668,250,2144,240,2316,270,2280,250
10/03/2019 00:00,2.49,2.49,3.26,3.26,1852,340,1960,320,1956,250,2084,250
11/03/2019 00:00,2.77,2.63,3.46,3.09,1912,250,1772,280,1876,220,2308,260
12/03/2019 00:00,2.49,2.71,3.69,3.31,1764,330,1700,300,1768,230,2144,250
13/03/2019 00:00,2.54,2.67,3.59,3.49,1852,370,1800,360,2044,240,2044,240
14/03/2019 00:00,2.89,3.13,3.47,3.46,1688,310,1824,280,1468,210,1508,210
15/03/2019 00:00,2.6,2.74,4,3.66,1880,350,1992,350,1828,210,1624,220
16/03/2019 00:00,2.57,2.86,3.6,3.69,2004,310,1832,250,1848,190,1884,190
17/03/2019 00:00,2.86,2.86,3.59,3.49,1884,300,1796,320,1740,230,1724,230
18/03/2019 00:00,3,3.04,3.69,3.49,1688,320,1660,300,1692,250,1848,260
19/03/2019 00:00,3.14,3.14,3.51,3.59,1844,230,1756,250,2000,210,1960,200
20/03/2019 00:00,2.94,3.11,3.46,3.31,1816,300,1740,280,1860,250,1824,250
21/03/2019 00:00,3.3,3.3,3.69,3.56,1704,280,1664,280,1756,240,1772,250
22/03/2019 00:00,3.13,3.24,3.49,3.73,1772,270,1716,250,1720,230,1628,220
23/03/2019 00:00,2.24,3.1,3.21,3.11,2172,390,2000,300,1888,270,1944,270
24/03/2019 00:00,2.67,2.77,3.27,3.2,1896,350,1944,350,1764,250,1748,260
25/03/2019 00:00,3.04,2.93,3.49,3.49,1608,290,1716,290,1580,230,1580,230
26/03/2019 00:00,2.86,2.93,3.57,3.23,1792,290,1784,290,1876,230,1636,260
27/03/2019 00:00,2.97,2.99,3.51,3.39,1712,280,1688,270,1736,230,1724,230
28/03/2019 00:00,2.89,2.89,3.67,3.73,1820,310,1816,300,1744,230,1748,230
29/03/2019 00:00,2.97,2.97,3.46,3.71,1772,300,1768,290,1812,240,1764,220
30/03/2019 00:00,3.19,2.77,3.91,3.64,1928,330,1668,330,1896,240,1992,250
31/03/2019 00:00,2.77,3,3.61,3.59,1764,300,1604,300,1552,220,1556,230
01/04/2019 00:00,3.19,3.07,3.74,3.56,1564,260,1648,280,1580,200,1580,220
02/04/2019 00:00,,,,,1928,,1880,,1876,,1852,
03/04/2019 00:00,3,3,3.37,3.19,1540,280,1827,260,1540,230,1884,250
04/04/2019 00:00,3.14,3.26,3.37,3,1864,260,1836,240,1996,220,1924,230
05/04/2019 00:00,3.57,3.46,3.77,3.69,1736,240,1800,260,1740,220,1924,230
06/04/2019 00:00,3.29,3.34,3.4,3.34,1828,250,1900,270,2024,260,1968,260
07/04/2019 00:00,3.3,3.17,3.17,3.27,1728,260,1684,280,1968,250,1944,250
08/04/2019 00:00,3.06,2.99,3.29,3.27,1960,300,1896,310,2000,250,1956,250
09/04/2019 00:00,3.14,2.93,3.24,3.41,1900,300,2112,300,1796,270,1828,270
10/04/2019 00:00,3.26,3.3,3.47,3.54,1780,280,1888,270,1860,250,1784,240
11/04/2019 00:00,2.96,2.94,3.3,3.46,1780,300,1888,280,1860,260,1784,240
12/04/2019 00:00,3.46,3.09,3.46,3.46,1760,250,1776,300,1720,250,1548,250
13/04/2019 00:00,3.2,2.97,3.49,3.46,1960,240,1852,180,1812,200,1928,210
14/04/2019 00:00,3.14,3.09,3.11,2.94,1868,250,1884,220,1840,270,1832,260
15/04/2019 00:00,3.41,3.34,3.33,3.34,1656,250,1820,270,1872,260,1840,270
16/04/2019 00:00,3.23,3.17,3.54,3.43,1824,280,1824,300,1740,250,1784,260
17/04/2019 00:00,3.13,3.01,3.41,3.4,1932,300,1884,300,1788,250,1860,280
18/04/2019 00:00,3,3.26,3.37,3.31,1868,280,1896,250,1852,210,1888,230
19/04/2019 00:00,3,2.96,3.69,3.54,1888,310,1860,300,1704,250,1736,250
20/04/2019 00:00,2.73,2.7,3.76,3.54,1988,350,2036,350,1856,250,1776,250
21/04/2019 00:00,2.71,2.49,3.46,3.31,1740,360,1752,350,1784,270,1680,260
22/04/2019 00:00,3.14,2.56,3.33,3.44,1632,280,2040,300,2092,280,1820,280
23/04/2019 00:00,3.2,3.34,3.8,3.66,1676,300,1732,270,1760,220,1720,240
24/04/2019 00:00,3.34,3.26,3.6,3.37,1704,280,1744,250,1772,210,1816,230
25/04/2019 00:00,3.29,3.44,3.5,3.53,,280,,280,,260,,250
26/04/2019 00:00,3.43,3.11,3.54,3.46,1584,280,1912,290,1756,240,1728,260
27/04/2019 00:00,3.43,3.43,3.83,3.51,1608,240,1680,250,1752,230,1716,230
28/04/2019 00:00,3.41,3.41,3.37,3.37,1504,270,1680,270,1744,270,1740,270
29/04/2019 00:00,3.54,3.54,3.54,3.63,1472,250,1532,250,1668,260,1588,260
30/04/2019 00:00,3.14,3.37,3.69,3.11,1728,270,1808,270,1752,230,1752,240
01/05/2019 00:00,3.51,3.34,3.49,3.23,1672,240,1688,300,1636,260,1720,280
02/05/2019 00:00,3.37,3.29,3.3,3.36,1636,270,1872,300,1788,260,1740,250
03/05/2019 00:00,3.41,3.57,3.77,3.66,1552,280,1676,260,1676,240,1656,230
04/05/2019 00:00,3.43,3.11,3.53,3.31,1740,250,2164,300,1860,240,1864,260
05/05/2019 00:00,3.16,3.19,3.69,3.69,1712,270,1792,300,1620,240,1864,250
06/05/2019 00:00,3.43,3.2,3.54,3.4,1752,230,1736,250,1816,260,1804,270
07/05/2019 00:00,3.39,3.26,3.33,3.6,1704,270,1808,270,1836,240,1784,230
08/05/2019 00:00,3.47,3.41,3.67,3.7,1676,240,1692,250,1812,230,1720,230
09/05/2019 00:00,3.47,2.97,3.64,3.53,1676,260,1916,300,1764,230,1788,240
10/05/2019 00:00,3.41,3.21,3.61,3.59,,260,,270,,220,,220
11/05/2019 00:00,3.49,3.49,3.51,3.5,1872,260,1804,240,1932,240,2076,250
12/05/2019 00:00,3.31,3.43,3.39,3.49,1824,270,1784,270,1872,250,1880,250
13/05/2019 00:00,3.4,3.4,3.4,3.39,1704,270,1732,260,2008,270,2024,260
14/05/2019 00:00,3.34,3.34,2.87,3.36,1732,240,1700,240,1908,240,2012,240
15/05/2019 00:00,3.47,3.5,3.33,3.34,1804,240,1912,240,1968,240,1884,230
16/05/2019 00:00,3.53,3.56,3.44,3.2,1604,240,1760,260,1752,230,1756,240
17/05/2019 00:00,3.34,3.37,3.63,3.49,,240,,260,,270,,260
18/05/2019 00:00,3.34,3.46,3.09,3.43,2088,280,1856,270,1848,300,1836,270
19/05/2019 00:00,3.54,3.69,3.24,3.4,1628,230,1616,240,1800,210,1668,220
20/05/2019 00:00,3.6,3.74,3.49,3.69,1700,250,1708,240,1888,270,1792,240
21/05/2019 00:00,3.2,3.43,3.46,3.47,1672,260,1648,250,1712,240,1748,230
22/05/2019 00:00,3.31,3.23,3.26,3.4,1656,230,1736,240,1876,250,1848,250
23/05/2019 00:00,3.37,3.57,3.2,3.43,1668,250,1768,250,1840,260,1756,240
24/05/2019 00:00,3.4,3.26,3.2,3.31,1784,220,1740,230,1736,220,1650,220
25/05/2019 00:00,3.06,3.14,3.46,3.54,2000,220,2052,230,1804,210,1756,200
26/05/2019 00:00,3.04,3.09,3.33,3.37,1892,290,1884,290,1668,250,1636,250
27/05/2019 00:00,3,3.03,3.59,3.43,2148,300,1988,270,1692,240,1760,260
28/05/2019 00:00,2.71,2.97,3.5,3.33,1908,320,1832,300,1544,250,1616,260
29/05/2019 00:00,3,3.23,3.46,3.46,1812,290,1812,260,1640,270,1612,240
30/05/2019 00:00,3.19,3.11,3.2,3.2,1868,280,1836,280,1824,270,1772,270
31/05/2019 00:00,3.26,3.26,3.26,3.2,1760,270,1736,280,1768,280,1724,280
01/06/2019 00:00,2.91,2.91,3.13,3.16,1968,330,1948,320,2320,290,1880,310
02/06/2019 00:00,3.01,3.06,3.14,3.24,1952,280,1944,280,1828,270,1872,260
03/06/2019 00:00,3.31,3.31,3.43,3.69,1812,270,1976,260,1780,250,1692,240
04/06/2019 00:00,3.11,2.97,3.26,3.14,1836,210,1924,230,1732,230,1768,220
05/06/2019 00:00,2.97,2.74,3.24,3.2,1740,310,1808,320,1680,290,1768,300
06/06/2019 00:00,3.36,3.39,3.5,3.39,1688,260,1736,270,1724,220,1692,270
07/06/2019 00:00,3.57,3.71,3.6,3.83,1632,250,1732,240,1540,250,1652,250
08/06/2019 00:00,3.37,3.6,3.34,3.51,1720,230,1760,210,1724,230,1816,220
09/06/2019 00:00,3.36,3.37,3.23,3.16,1652,250,,330,1772,270,1856,280
10/06/2019 00:00,3.4,3.54,3.51,3.43,1556,230,1656,250,1744,260,1736,260
11/06/2019 00:00,3.54,3.43,3.53,3.57,1708,230,1732,240,2380,240,1912,260
12/06/2019 00:00,3.46,3.57,3.66,3.64,1480,220,1532,230,1656,220,1732,210
13/06/2019 00:00,,,,,1500,,1588,,1872,,1748,
14/06/2019 00:00,3.56,3.51,3.41,3.44,1568,240,1764,240,1760,230,1764,230
15/06/2019 00:00,3.49,3.34,3.6,3.83,2272,260,1836,280,2020,260,1840,270
16/06/2019 00:00,3.37,3.37,3.71,3.71,1720,280,1940,250,2076,200,1816,200
17/06/2019 00:00,3.26,3.49,3.66,3.71,1676,260,1696,260,1844,220,1728,200
18/06/2019 00:00,3.4,3.37,3.76,3.77,1732,240,1968,240,1720,210,2028,200
19/06/2019 00:00,3.6,3.46,3.34,3.8,1746,230,1732,250,1608,220,1764,230
20/06/2019 00:00,3.53,3.49,3.57,3.57,1612,240,1952,250,1700,240,1780,240
21/06/2019 00:00,3.56,3.49,3.51,3.51,1544,260,1604,270,1468,260,1540,260
22/06/2019 00:00,3.16,3.11,3.29,3.09,1752,290,1784,300,1744,270,1780,290
23/06/2019 00:00,3.49,3.57,3.46,3.57,1664,230,1732,250,1704,230,1612,230
24/06/2019 00:00,3.57,3.94,3.66,3.69,1632,210,1376,220,1692,220,1700,230
25/06/2019 00:00,3.81,3.53,3.67,3.83,1440,200,1580,220,1632,210,1540,200
26/06/2019 00:00,3.51,3.1,3.8,3.9,1536,230,1948,260,1596,210,1612,210
27/06/2019 00:00,3.24,3.11,3.63,3.76,1712,250,1788,260,1684,200,1732,200
28/06/2019 00:00,3.63,3.71,3.63,3.86,1792,260,1652,250,1676,200,1676,190
29/06/2019 00:00,3.37,3.4,3.86,3.83,1972,260,1804,240,1860,200,1628,220
30/06/2019 00:00,3.41,3.41,3.79,3.79,1672,250,1708,260,1720,210,1768,230
01/07/2019 00:00,3.39,3.39,3.67,3.77,1680,250,1660,250,1792,210,1760,200
02/07/2019 00:00,3.31,3.31,3.54,3.54,1688,250,1596,250,1764,210,1724,210
03/07/2019 00:00,3.34,3.11,3.43,3.66,1732,250,1712,250,1664,210,1692,210
04/07/2019 00:00,3.33,3.34,3.81,3.81,1636,260,1616,250,1652,210,1660,210
05/07/2019 00:00,3.2,3.2,3.46,3.6,1764,250,1772,250,1824,200,1660,200
06/07/2019 00:00,3.17,3.3,3.6,3.71,1856,270,1740,270,1880,220,1920,240
07/07/2019 00:00,3.26,3.37,3.6,3.76,1688,250,1628,260,1736,280,1764,230
08/07/2019 00:00,3.24,3.37,3.5,3.59,1790,250,1820,260,1940,230,1936,240
09/07/2019 00:00,3.29,3.2,3.61,3.59,1824,250,1896,260,1964,230,1824,230
10/07/2019 00:00,3.17,3.03,3.54,3.56,1972,260,2012,260,2052,220,1984,220
11/07/2019 00:00,3.26,3.16,3.7,3.7,1948,270,2020,280,2056,220,1956,210
12/07/2019 00:00,3.31,3.24,3.66,3.77,1948,250,2128,250,1880,210,1740,200
13/07/2019 00:00,3.21,3.17,3.33,3.51,2124,300,2120,280,2196,210,1984,220
14/07/2019 00:00,3,2.83,3.67,3.94,1972,270,2476,280,2488,210,1982,200
15/07/2019 00:00,3.09,2.91,3.73,3.87,1948,270,2120,280,3240,220,1964,210
16/07/2019 00:00,2.9,2.91,3.66,3.99,1976,280,1916,270,1956,220,2076,200
17/07/2019 00:00,3.29,3.29,3.74,3.89,2276,250,2332,260,2060,200,1752,190
18/07/2019 00:00,3.33,2.96,3.84,3.84,1912,250,1980,270,1900,210,2088,200
19/07/2019 00:00,3.51,3.29,3.86,4.2,1852,230,2112,220,1748,200,1712,180
20/07/2019 00:00,3.23,3.2,3.86,4,1904,250,1944,230,1840,200,1748,200
21/07/2019 00:00,3.1,3.1,3.54,3.5,1892,230,1704,230,2108,210,2868,210
22/07/2019 00:00,3.53,3.39,3.76,3.76,1812,220,1932,230,1796,190,1644,190
23/07/2019 00:00,3.4,3.26,3.76,3.76,1908,240,2020,240,2080,190,1884,180
24/07/2019 00:00,3.34,3.17,3.46,3.6,1840,200,2392,220,1766,190,1752,180
25/07/2019 00:00,3.43,3.43,3.97,4.34,1932,190,2024,200,1932,160,2056,160
26/07/2019 00:00,3.63,3.63,4.09,4.11,1804,200,1816,200,1812,160,1732,160
27/07/2019 00:00,3.59,3.26,3.49,3.59,2060,220,2264,220,1968,190,1920,190
28/07/2019 00:00,3.27,3.31,3.71,3.83,1908,220,1976,230,1936,210,1776,200
29/07/2019 00:00,3.51,3.39,3.76,3.76,1908,210,1888,220,2272,210,1700,210
30/07/2019 00:00,3.39,3.49,3.7,3.81,1968,220,2148,230,2648,230,1696,220
31/07/2019 00:00,3.59,3.59,3.74,3.81,2376,190,1964,200,1768,210,1692,200
01/08/2019 00:00,3.31,3.5,3.61,3.74,1816,220,2040,210,1680,230,1708,220
02/08/2019 00:00,3.56,3.64,3.54,3.63,1656,210,1828,210,1628,210,1636,210
03/08/2019 00:00,3.39,3.51,3.51,3.67,1956,230,2360,230,1620,250,1572,230
04/08/2019 00:00,3.46,3.59,3.43,3.54,1828,240,1788,230,1716,230,1648,230
05/08/2019 00:00,3.57,3.43,3.26,3.4,1736,200,1744,220,1616,250,1648,230
06/08/2019 00:00,3.63,3.51,3.6,3.71,1772,200,1788,200,1624,230,1560,220
