Date,F_M - A,F_M - B,Sludge Age - A,Sludge Age - B
04/07/2017 7:00,0.21,0.21,5.39,4.16
05/07/2017 7:00,0.21,0.22,5.20,4.82
06/07/2017 7:00,,,5.62,4.89
07/07/2017 7:00,,,7.29,3.94
08/07/2017 7:00,0.17,0.20,5.91,4.58
09/07/2017 7:00,0.19,0.22,5.73,4.30
10/07/2017 7:00,0.23,0.25,4.91,4.12
11/07/2017 7:00,0.23,0.24,5.61,4.04
12/07/2017 7:00,0.22,0.23,5.06,4.44
13/07/2017 7:00,,,6.29,4.78
14/07/2017 7:00,,,5.58,4.21
15/07/2017 7:00,0.18,0.24,4.98,4.16
16/07/2017 7:00,0.21,0.27,4.68,4.01
17/07/2017 7:00,0.23,0.26,5.05,4.20
18/07/2017 7:00,0.24,0.26,4.48,4.60
19/07/2017 7:00,0.23,0.25,4.71,4.03
20/07/2017 7:00,,,4.63,4.83
21/07/2017 7:00,,,5.54,4.83
22/07/2017 7:00,0.18,0.22,4.90,4.01
23/07/2017 7:00,0.23,0.27,4.53,4.73
24/07/2017 7:00,0.23,0.27,4.75,4.01
25/07/2017 7:00,0.24,0.25,4.95,4.16
26/07/2017 7:00,0.25,0.26,4.53,4.23
27/07/2017 7:00,,,4.91,4.86
28/07/2017 7:00,,,5.14,4.68
29/07/2017 7:00,,,6.50,5.74
30/07/2017 7:00,0.29,0.28,4.67,4.74
31/07/2017 7:00,0.25,0.26,4.93,4.61
01/08/2017 7:00,0.25,0.25,5.14,4.39
02/08/2017 7:00,0.28,0.26,4.75,4.33
03/08/2017 7:00,,,5.12,4.20
04/08/2017 7:00,,,4.21,3.77
05/08/2017 7:00,0.23,0.20,5.13,4.73
06/08/2017 7:00,0.29,0.28,5.37,4.62
07/08/2017 7:00,0.25,0.24,5.71,4.86
08/08/2017 7:00,0.24,0.23,6.69,4.70
09/08/2017 7:00,0.25,0.24,5.83,5.40
10/08/2017 7:00,,,7.81,5.41
11/08/2017 7:00,,,6.01,3.77
12/08/2017 7:00,0.21,0.20,6.60,5.09
13/08/2017 7:00,0.25,0.25,5.75,5.12
14/08/2017 7:00,0.24,0.23,6.83,4.63
15/08/2017 7:00,0.26,0.25,6.03,4.71
16/08/2017 7:00,0.25,0.24,6.42,5.01
17/08/2017 7:00,,,6.58,4.60
18/08/2017 7:00,,,5.58,4.07
19/08/2017 7:00,0.19,0.19,6.08,4.21
20/08/2017 7:00,0.25,0.23,6.25,4.42
21/08/2017 7:00,0.22,0.21,6.70,4.61
22/08/2017 7:00,0.22,0.22,5.88,4.38
23/08/2017 7:00,,,6.36,4.64
24/08/2017 7:00,,,5.56,4.40
25/08/2017 7:00,,,5.53,4.37
26/08/2017 7:00,0.18,0.19,7.99,6.48
27/08/2017 7:00,0.23,0.21,5.92,4.53
28/08/2017 7:00,0.23,0.23,5.88,4.80
29/08/2017 7:00,0.23,0.23,6.01,4.79
30/08/2017 7:00,,,6.18,4.09
31/08/2017 7:00,,,8.36,5.56
01/09/2017 7:00,,,5.18,3.35
02/09/2017 7:00,0.20,0.19,6.25,4.53
03/09/2017 7:00,0.24,0.22,5.26,4.52
04/09/2017 7:00,0.24,0.21,6.01,4.59
05/09/2017 7:00,0.23,0.21,5.51,4.65
06/09/2017 7:00,0.23,0.21,6.17,4.76
07/09/2017 7:00,,,5.55,4.55
08/09/2017 7:00,,,5.13,3.52
09/09/2017 7:00,0.20,0.18,5.94,4.46
10/09/2017 7:00,0.25,0.24,5.50,4.34
11/09/2017 7:00,0.25,0.21,4.67,4.89
12/09/2017 7:00,0.23,0.20,5.56,5.19
13/09/2017 7:00,0.24,0.21,5.80,4.78
14/09/2017 7:00,,,5.71,5.29
15/09/2017 7:00,,,5.12,4.60
16/09/2017 7:00,0.20,0.18,4.94,4.95
17/09/2017 7:00,,,5.42,5.27
18/09/2017 7:00,0.25,0.21,5.34,5.11
19/09/2017 7:00,,,5.77,4.93
20/09/2017 7:00,,,6.23,5.54
21/09/2017 7:00,,,,
22/09/2017 7:00,,,6.58,6.13
23/09/2017 7:00,0.25,0.22,5.77,4.73
24/09/2017 7:00,0.24,0.22,6.04,5.12
25/09/2017 7:00,0.26,0.25,5.65,5.05
26/09/2017 7:00,0.23,0.22,7.51,5.35
27/09/2017 7:00,0.25,0.23,5.60,5.21
28/09/2017 7:00,,,5.54,9.04
29/09/2017 7:00,,,8.44,6.51
30/09/2017 7:00,0.13,0.13,9.50,8.93
01/10/2017 7:00,0.23,0.21,5.55,5.10
02/10/2017 7:00,0.23,0.19,5.01,4.54
03/10/2017 7:00,,,,
04/10/2017 7:00,,,,
05/10/2017 7:00,,,,
06/10/2017 7:00,,,,
07/10/2017 7:00,0.19,0.18,,
08/10/2017 7:00,0.21,0.20,,
09/10/2017 7:00,,,,
10/10/2017 7:00,,,,
11/10/2017 7:00,,,,
12/10/2017 7:00,,,,
13/10/2017 7:00,,,,
14/10/2017 7:00,,,4.66,4.39
15/10/2017 7:00,0.24,0.25,5.18,4.10
16/10/2017 7:00,0.21,0.22,5.33,4.30
17/10/2017 7:00,0.24,0.25,4.85,4.58
18/10/2017 7:00,0.26,0.24,4.97,4.56
19/10/2017 7:00,,,7.04,4.93
20/10/2017 7:00,,,8.31,4.58
21/10/2017 7:00,,,5.80,5.06
22/10/2017 7:00,0.24,0.24,5.36,4.44
23/10/2017 7:00,0.24,0.23,6.55,5.03
24/10/2017 7:00,0.24,0.23,6.29,4.98
25/10/2017 7:00,,,,
26/10/2017 7:00,,,,
27/10/2017 7:00,,,5.74,3.60
28/10/2017 7:00,0.18,0.18,8.02,5.12
29/10/2017 7:00,0.25,0.21,6.21,5.12
30/10/2017 7:00,0.25,0.23,6.66,5.06
31/10/2017 7:00,0.25,0.23,6.48,4.45
01/11/2017 7:00,0.22,0.20,7.58,5.21
02/11/2017 7:00,,,7.44,7.34
03/11/2017 7:00,,,4.77,5.57
04/11/2017 7:00,0.20,0.20,8.27,5.11
05/11/2017 7:00,0.22,0.22,7.15,4.60
06/11/2017 7:00,0.21,0.24,6.60,5.05
07/11/2017 7:00,0.20,0.25,6.97,4.90
08/11/2017 7:00,0.18,0.22,6.32,4.71
09/11/2017 7:00,,,5.68,5.70
10/11/2017 7:00,,,5.87,4.29
11/11/2017 7:00,0.18,0.20,6.49,5.55
12/11/2017 7:00,,,6.00,5.15
13/11/2017 7:00,,,6.02,5.23
14/11/2017 7:00,0.22,0.25,4.65,4.74
15/11/2017 7:00,0.21,0.23,5.39,5.42
16/11/2017 7:00,,,4.90,5.73
17/11/2017 7:00,,,4.08,4.61
18/11/2017 7:00,0.19,0.20,4.56,5.34
19/11/2017 7:00,0.22,0.23,4.98,5.71
20/11/2017 7:00,0.26,0.24,7.08,5.46
21/11/2017 7:00,0.21,0.21,4.73,4.81
22/11/2017 7:00,0.23,0.24,4.86,5.23
23/11/2017 7:00,,,6.06,5.70
24/11/2017 7:00,,,5.12,4.91
25/11/2017 7:00,0.27,0.23,5.08,5.25
26/11/2017 7:00,0.25,0.19,4.87,4.79
27/11/2017 7:00,0.22,0.15,4.95,4.76
28/11/2017 7:00,0.22,0.16,4.03,5.22
29/11/2017 7:00,0.24,0.19,5.14,4.33
30/11/2017 7:00,,,8.96,4.14
01/12/2017 7:00,,,3.84,3.55
02/12/2017 7:00,0.21,0.18,5.42,3.33
03/12/2017 7:00,0.25,0.21,5.51,4.41
04/12/2017 7:00,0.24,0.19,5.69,4.60
05/12/2017 7:00,0.22,0.21,7.40,9.75
06/12/2017 7:00,0.23,0.23,6.09,6.31
07/12/2017 7:00,,,6.83,5.89
08/12/2017 7:00,,,5.76,6.14
09/12/2017 7:00,,,7.47,5.74
10/12/2017 7:00,,,6.48,5.44
11/12/2017 7:00,0.24,0.21,6.37,5.28
12/12/2017 7:00,0.25,0.22,6.04,5.07
13/12/2017 7:00,0.23,0.21,6.47,5.34
14/12/2017 7:00,,,6.80,5.83
15/12/2017 7:00,,,6.17,4.89
16/12/2017 7:00,0.21,0.20,6.57,5.12
17/12/2017 7:00,0.25,0.22,6.18,5.49
18/12/2017 7:00,,,7.42,5.41
19/12/2017 7:00,0.23,0.22,5.52,5.81
20/12/2017 7:00,0.24,0.25,5.18,5.10
21/12/2017 7:00,,,5.70,5.72
22/12/2017 7:00,,,5.21,5.15
23/12/2017 7:00,0.23,0.22,5.52,4.66
24/12/2017 7:00,0.27,0.25,6.86,4.10
25/12/2017 7:00,0.25,0.24,4.25,3.42
26/12/2017 7:00,0.26,0.25,3.00,3.93
27/12/2017 7:00,0.26,0.25,3.84,3.87
28/12/2017 7:00,,,4.33,3.44
29/12/2017 7:00,,,4.42,3.28
30/12/2017 7:00,0.24,0.24,4.91,3.38
31/12/2017 7:00,0.31,0.28,4.22,3.37
01/01/2018 7:00,0.32,0.33,3.16,3.08
02/01/2018 7:00,0.27,0.26,3.80,3.64
03/01/2018 7:00,0.24,0.25,4.50,3.98
04/01/2018 7:00,0.24,0.24,4.33,4.57
05/01/2018 7:00,0.38,0.36,3.82,3.96
06/01/2018 7:00,0.28,0.28,4.56,3.77
07/01/2018 7:00,0.27,0.26,4.43,4.33
08/01/2018 7:00,0.22,0.21,4.85,5.18
09/01/2018 7:00,0.19,0.20,5.74,5.16
10/01/2018 7:00,0.19,0.21,4.32,4.68
11/01/2018 7:00,0.20,0.19,4.49,5.40
12/01/2018 7:00,0.23,0.22,3.74,4.57
13/01/2018 7:00,0.15,0.15,4.20,4.85
14/01/2018 7:00,0.21,0.21,3.96,4.68
15/01/2018 7:00,0.15,0.15,3.43,5.13
16/01/2018 7:00,0.18,0.18,4.00,4.86
17/01/2018 7:00,0.20,0.20,3.73,4.88
18/01/2018 7:00,0.22,0.21,2.51,4.62
19/01/2018 7:00,0.24,0.21,3.34,4.46
20/01/2018 7:00,0.22,0.20,3.41,4.74
21/01/2018 7:00,0.22,0.20,12.02,15.51
22/01/2018 7:00,0.19,0.17,169.52,179.67
23/01/2018 7:00,0.19,0.17,153.20,212.57
24/01/2018 7:00,0.16,0.15,4.40,5.50
25/01/2018 7:00,0.18,0.17,3.84,5.25
26/01/2018 7:00,0.18,0.19,3.66,4.69
27/01/2018 7:00,0.13,0.14,4.39,5.45
28/01/2018 7:00,0.19,0.18,4.05,4.97
29/01/2018 7:00,0.18,0.17,4.03,4.99
30/01/2018 7:00,0.19,0.18,3.48,5.21
31/01/2018 7:00,0.25,0.23,3.85,4.86
01/02/2018 7:00,0.30,0.27,3.83,4.72
02/02/2018 7:00,0.30,0.27,3.83,4.72
03/02/2018 7:00,0.30,0.27,3.83,4.72
04/02/2018 7:00,0.30,0.27,3.83,4.72
05/02/2018 7:00,0.30,0.27,3.83,4.72
06/02/2018 7:00,0.30,0.27,3.83,4.72
07/02/2018 7:00,0.30,0.27,3.83,4.72
08/02/2018 7:00,0.30,0.27,3.83,4.72
09/02/2018 7:00,0.30,0.27,3.83,4.72
10/02/2018 7:00,0.25,0.23,3.82,4.52
11/02/2018 7:00,0.22,0.21,3.48,4.02
12/02/2018 7:00,0.24,0.22,3.41,3.97
13/02/2018 7:00,0.23,0.22,3.31,3.65
14/02/2018 7:00,0.20,0.19,3.91,4.21
15/02/2018 7:00,0.22,0.19,3.62,4.09
16/02/2018 7:00,0.24,0.23,3.76,3.62
17/02/2018 7:00,0.21,0.17,2.84,3.40
18/02/2018 7:00,0.23,0.19,3.37,3.75
19/02/2018 7:00,0.23,0.20,3.97,4.27
20/02/2018 7:00,0.20,0.18,4.43,4.24
21/02/2018 7:00,0.21,0.20,4.47,4.29
22/02/2018 7:00,0.22,0.21,4.37,4.22
23/02/2018 7:00,0.23,0.22,3.91,3.99
24/02/2018 7:00,0.19,0.18,4.62,3.38
25/02/2018 7:00,0.22,0.19,4.05,3.81
26/02/2018 7:00,0.22,0.20,4.16,4.02
27/02/2018 7:00,0.21,0.20,3.84,3.73
28/02/2018 7:00,0.20,0.18,3.93,4.32
01/03/2018 7:00,0.23,0.18,4.06,4.23
02/03/2018 7:00,0.21,0.21,4.21,4.19
03/03/2018 7:00,0.17,0.16,5.02,4.87
04/03/2018 7:00,0.21,0.21,4.39,4.29
05/03/2018 7:00,0.19,0.19,4.76,4.09
06/03/2018 7:00,0.17,0.17,4.27,3.95
07/03/2018 7:00,0.18,0.19,4.27,4.02
08/03/2018 7:00,0.20,0.19,4.40,4.15
09/03/2018 7:00,0.20,0.20,4.29,3.79
10/03/2018 7:00,0.16,0.16,4.06,4.36
11/03/2018 7:00,0.17,0.20,3.94,3.78
12/03/2018 7:00,0.20,0.19,3.86,3.78
13/03/2018 7:00,0.19,0.20,3.77,4.12
14/03/2018 7:00,0.20,0.23,3.92,4.08
15/03/2018 7:00,0.19,0.24,3.86,3.89
16/03/2018 7:00,0.22,0.27,3.46,3.71
17/03/2018 7:00,0.17,0.21,4.03,4.40
18/03/2018 7:00,0.20,0.24,3.97,4.29
19/03/2018 7:00,0.20,0.22,3.88,4.21
20/03/2018 7:00,0.20,0.24,4.03,4.38
21/03/2018 7:00,0.22,0.23,3.79,4.49
22/03/2018 7:00,0.22,0.23,3.86,5.59
23/03/2018 7:00,0.23,0.23,5.48,3.79
24/03/2018 7:00,0.17,0.17,3.95,4.80
25/03/2018 7:00,0.24,0.24,3.71,4.00
26/03/2018 7:00,0.22,0.21,3.40,4.51
27/03/2018 7:00,0.20,0.20,3.61,4.28
28/03/2018 7:00,0.25,0.22,3.50,4.28
29/03/2018 7:00,0.24,0.22,3.60,4.15
30/03/2018 7:00,0.22,0.21,3.83,4.29
31/03/2018 7:00,0.17,0.17,4.11,4.44
01/04/2018 7:00,0.20,0.19,3.83,4.60
02/04/2018 7:00,0.17,0.16,5.71,5.21
03/04/2018 7:00,0.15,0.16,4.73,4.45
04/04/2018 7:00,0.20,0.17,3.66,4.59
05/04/2018 7:00,0.21,0.17,3.84,4.79
06/04/2018 7:00,0.18,0.18,3.94,4.03
07/04/2018 7:00,0.20,0.18,3.51,3.62
08/04/2018 7:00,0.33,0.33,2.85,3.62
09/04/2018 7:00,0.24,0.23,4.01,4.05
10/04/2018 7:00,0.23,0.22,3.93,3.85
11/04/2018 7:00,0.21,0.20,4.49,3.99
12/04/2018 7:00,0.22,0.20,3.87,4.32
13/04/2018 7:00,0.24,0.23,3.46,3.51
14/04/2018 7:00,0.21,0.22,4.05,3.70
15/04/2018 7:00,0.22,0.22,4.03,3.76
16/04/2018 7:00,0.22,0.21,3.89,3.67
17/04/2018 7:00,0.22,0.20,3.82,3.80
18/04/2018 7:00,0.24,0.24,3.63,3.38
19/04/2018 7:00,0.22,0.22,3.68,3.38
20/04/2018 7:00,0.25,0.23,3.76,3.92
21/04/2018 7:00,0.20,0.20,4.58,4.46
22/04/2018 7:00,0.22,0.19,3.84,4.46
23/04/2018 7:00,0.24,0.24,3.97,3.70
24/04/2018 7:00,0.22,0.23,3.73,3.67
25/04/2018 7:00,0.24,0.24,3.54,3.46
26/04/2018 7:00,0.21,0.22,4.83,3.82
27/04/2018 7:00,0.21,0.22,4.56,3.96
28/04/2018 7:00,0.15,0.17,5.47,4.98
29/04/2018 7:00,0.24,0.27,4.21,3.95
30/04/2018 7:00,0.23,0.24,4.15,4.38
01/05/2018 7:00,0.24,0.25,4.24,4.38
02/05/2018 7:00,0.21,0.22,4.20,3.98
03/05/2018 7:00,0.23,0.24,3.86,3.66
04/05/2018 7:00,0.23,0.26,3.91,3.85
05/05/2018 7:00,0.17,0.18,4.25,4.15
06/05/2018 7:00,0.22,0.23,3.92,3.65
07/05/2018 7:00,0.20,0.20,4.28,4.16
08/05/2018 7:00,0.24,0.23,4.07,4.00
09/05/2018 7:00,0.22,0.20,4.04,4.09
10/05/2018 7:00,0.21,0.21,4.83,4.16
11/05/2018 7:00,0.22,0.23,4.05,4.35
12/05/2018 7:00,0.19,0.18,4.10,4.50
13/05/2018 7:00,0.21,0.20,4.34,4.31
14/05/2018 7:00,0.21,0.20,4.33,4.99
15/05/2018 7:00,0.21,0.22,4.13,3.34
16/05/2018 7:00,0.22,0.21,4.23,4.30
17/05/2018 7:00,0.24,0.22,4.04,3.88
18/05/2018 7:00,0.26,0.23,3.99,4.35
19/05/2018 7:00,0.17,0.18,5.50,4.67
20/05/2018 7:00,0.18,0.19,4.69,4.30
21/05/2018 7:00,0.15,0.17,4.96,4.40
22/05/2018 7:00,0.18,0.21,3.68,3.74
23/05/2018 7:00,0.22,0.23,2.99,3.76
24/05/2018 7:00,0.21,0.23,4.29,4.50
25/05/2018 7:00,0.21,0.23,4.99,5.16
26/05/2018 7:00,0.15,0.19,4.92,4.66
27/05/2018 7:00,0.21,0.23,4.36,3.66
28/05/2018 7:00,0.20,0.22,4.54,4.53
29/05/2018 7:00,0.21,0.22,4.25,4.62
30/05/2018 7:00,0.18,0.21,4.78,4.84
31/05/2018 7:00,0.20,0.21,3.90,5.24
01/06/2018 7:00,0.20,0.22,4.88,4.93
02/06/2018 7:00,0.16,0.19,4.45,4.89
03/06/2018 7:00,0.20,0.22,3.90,4.22
04/06/2018 7:00,0.19,0.21,4.11,4.76
05/06/2018 7:00,0.20,0.22,3.73,4.41
06/06/2018 7:00,0.20,0.21,3.67,4.52
07/06/2018 7:00,0.21,0.21,3.65,4.52
08/06/2018 7:00,0.21,0.23,3.61,4.35
09/06/2018 7:00,0.18,0.20,3.87,4.80
10/06/2018 7:00,0.22,0.24,3.69,5.15
11/06/2018 7:00,0.21,0.24,3.61,4.30
12/06/2018 7:00,0.22,0.22,3.52,4.77
13/06/2018 7:00,0.22,0.22,3.33,4.73
14/06/2018 7:00,0.21,0.21,3.42,4.89
15/06/2018 7:00,0.21,0.21,3.45,4.81
16/06/2018 7:00,0.18,0.17,3.90,5.37
17/06/2018 7:00,0.23,0.23,3.64,4.60
18/06/2018 7:00,0.23,0.20,3.61,4.79
19/06/2018 7:00,0.23,0.20,3.76,4.79
20/06/2018 7:00,0.23,0.20,3.77,4.65
21/06/2018 7:00,0.23,0.20,3.87,4.84
22/06/2018 7:00,0.25,0.22,3.64,4.22
23/06/2018 7:00,0.19,0.18,4.02,4.69
24/06/2018 7:00,0.23,0.21,3.82,4.52
25/06/2018 7:00,0.22,0.21,3.73,4.23
26/06/2018 7:00,0.21,0.18,3.86,4.29
27/06/2018 7:00,0.21,0.19,3.82,4.22
28/06/2018 7:00,0.21,0.19,4.40,5.73
29/06/2018 7:00,0.24,0.19,3.86,4.48
30/06/2018 7:00,0.19,0.18,4.20,4.79
01/07/2018 7:00,0.20,0.20,4.37,4.77
02/07/2018 7:00,0.20,0.16,3.83,5.01
03/07/2018 7:00,0.17,0.14,4.26,5.77
04/07/2018 7:00,0.20,0.16,4.28,8.57
05/07/2018 7:00,0.18,0.17,4.24,6.93
06/07/2018 7:00,0.21,0.21,4.76,5.23
07/07/2018 7:00,0.16,0.17,4.56,4.50
08/07/2018 7:00,0.18,0.18,4.18,4.70
09/07/2018 7:00,0.18,0.17,4.00,4.83
10/07/2018 7:00,0.17,0.16,3.67,4.91
11/07/2018 7:00,0.19,0.18,3.43,4.68
12/07/2018 7:00,0.19,0.20,3.65,4.15
13/07/2018 7:00,0.20,0.20,3.45,4.06
14/07/2018 7:00,0.17,0.19,3.94,4.46
15/07/2018 7:00,0.20,0.24,3.77,4.39
16/07/2018 7:00,0.16,0.17,3.62,4.35
17/07/2018 7:00,0.22,0.23,3.81,4.34
18/07/2018 7:00,0.18,0.20,3.93,4.52
19/07/2018 7:00,0.20,0.19,4.23,4.90
20/07/2018 7:00,0.20,0.21,4.50,5.10
21/07/2018 7:00,0.16,0.15,3.93,5.45
22/07/2018 7:00,0.19,0.17,3.65,5.63
23/07/2018 7:00,0.23,0.21,3.42,4.92
24/07/2018 7:00,0.20,0.20,3.58,4.58
25/07/2018 7:00,0.20,0.22,4.07,4.87
26/07/2018 7:00,0.20,0.21,3.83,5.00
27/07/2018 7:00,0.23,0.23,3.46,4.65
28/07/2018 7:00,0.18,0.19,3.96,4.46
29/07/2018 7:00,0.20,0.21,3.77,4.63
30/07/2018 7:00,0.19,0.21,3.82,4.52
31/07/2018 7:00,0.19,0.19,3.89,4.96
01/08/2018 7:00,0.20,0.20,4.02,4.99
02/08/2018 7:00,0.22,0.20,3.61,4.82
03/08/2018 7:00,0.21,0.21,3.56,4.36
04/08/2018 7:00,0.18,0.18,3.98,5.23
05/08/2018 7:00,0.20,0.19,3.72,4.20
06/08/2018 7:00,0.20,0.20,4.14,4.99
07/08/2018 7:00,0.18,0.18,4.73,4.77
08/08/2018 7:00,0.20,0.19,4.09,5.30
09/08/2018 7:00,0.20,0.19,3.35,4.56
10/08/2018 7:00,0.18,0.19,4.02,4.61
11/08/2018 7:00,0.17,0.17,3.90,4.66
12/08/2018 7:00,0.20,0.20,3.82,4.44
13/08/2018 7:00,0.21,0.22,4.23,4.79
14/08/2018 7:00,0.21,0.21,3.78,4.46
15/08/2018 7:00,0.20,0.19,3.78,4.39
16/08/2018 7:00,0.21,0.19,4.08,4.81
17/08/2018 7:00,0.19,0.18,4.51,4.98
18/08/2018 7:00,0.14,0.15,4.55,4.98
19/08/2018 7:00,0.21,0.17,4.25,5.14
20/08/2018 7:00,0.18,0.15,4.80,5.38
21/08/2018 7:00,0.18,0.19,4.73,4.64
22/08/2018 7:00,0.18,0.18,4.70,4.75
23/08/2018 7:00,0.16,0.18,5.56,3.89
24/08/2018 7:00,0.18,0.21,5.09,5.56
25/08/2018 7:00,0.22,0.25,4.85,4.25
26/08/2018 7:00,0.21,0.23,4.83,4.35
27/08/2018 7:00,0.19,0.20,4.88,4.86
28/08/2018 7:00,0.20,0.21,4.87,4.76
29/08/2018 7:00,0.18,0.20,5.17,4.46
30/08/2018 7:00,0.19,0.20,4.53,7.82
31/08/2018 7:00,0.19,0.20,5.13,10.08
01/09/2018 7:00,0.19,0.20,5.17,9.33
02/09/2018 7:00,0.22,0.23,5.42,4.82
03/09/2018 7:00,0.18,0.18,4.62,4.93
04/09/2018 7:00,0.20,0.20,4.30,4.83
05/09/2018 7:00,0.19,0.19,4.45,4.76
06/09/2018 7:00,0.19,0.19,4.49,4.88
07/09/2018 7:00,0.17,0.14,5.03,6.73
08/09/2018 7:00,0.16,0.14,4.83,5.79
09/09/2018 7:00,0.18,0.16,4.60,4.89
10/09/2018 7:00,0.15,0.15,4.52,4.01
11/09/2018 7:00,0.17,0.17,4.58,4.83
12/09/2018 7:00,0.20,0.20,4.59,4.77
13/09/2018 7:00,0.20,0.20,5.03,7.06
14/09/2018 7:00,0.23,0.22,4.14,5.84
15/09/2018 7:00,0.19,0.20,5.14,5.39
16/09/2018 7:00,0.22,0.21,4.18,4.71
17/09/2018 7:00,0.22,0.22,4.33,4.64
18/09/2018 7:00,0.20,0.22,4.86,4.50
19/09/2018 7:00,0.11,0.12,9.12,8.35
20/09/2018 7:00,0.15,0.15,4.83,4.57
21/09/2018 7:00,0.14,0.14,4.96,5.08
22/09/2018 7:00,0.09,0.13,6.83,5.12
23/09/2018 7:00,0.14,0.15,4.64,4.75
24/09/2018 7:00,0.13,0.15,4.53,5.07
25/09/2018 7:00,0.20,0.22,4.77,5.10
26/09/2018 7:00,0.22,0.21,4.29,5.90
27/09/2018 7:00,0.22,0.22,4.24,5.36
28/09/2018 7:00,0.22,0.23,4.54,5.70
29/09/2018 7:00,0.19,0.20,4.54,5.57
30/09/2018 7:00,0.22,0.23,4.28,5.59
01/10/2018 7:00,0.21,0.21,3.99,5.10
02/10/2018 7:00,0.28,0.28,3.75,4.64
03/10/2018 7:00,0.20,0.21,4.12,4.73
04/10/2018 7:00,0.21,0.20,4.46,5.86
05/10/2018 7:00,0.21,0.22,4.87,4.46
06/10/2018 7:00,0.18,0.18,3.82,5.95
07/10/2018 7:00,0.23,0.22,4.16,5.37
08/10/2018 7:00,0.20,0.18,4.69,5.63
09/10/2018 7:00,0.23,0.22,3.79,5.01
10/10/2018 7:00,0.22,0.20,4.06,4.87
11/10/2018 7:00,0.22,0.20,5.96,6.92
12/10/2018 7:00,0.23,0.22,7.32,7.79
13/10/2018 7:00,0.19,0.19,4.62,6.74
14/10/2018 7:00,0.21,0.20,4.06,5.35
15/10/2018 7:00,0.26,0.23,3.93,5.37
16/10/2018 7:00,0.28,0.27,4.33,5.17
17/10/2018 7:00,0.28,0.26,4.28,5.32
18/10/2018 7:00,0.28,0.24,4.18,5.64
19/10/2018 7:00,0.31,0.26,3.86,5.07
20/10/2018 7:00,0.30,0.24,4.24,5.49
21/10/2018 7:00,0.33,0.24,3.91,5.52
22/10/2018 7:00,0.31,0.23,4.27,5.45
23/10/2018 7:00,0.30,0.23,4.65,5.22
24/10/2018 7:00,0.29,0.24,5.12,4.93
25/10/2018 7:00,0.28,0.23,5.31,4.92
26/10/2018 7:00,0.29,0.25,5.03,4.31
27/10/2018 7:00,0.26,0.25,5.32,4.38
28/10/2018 7:00,0.26,0.25,5.31,4.24
29/10/2018 7:00,0.27,0.26,5.04,3.93
30/10/2018 7:00,0.30,0.28,4.43,3.82
31/10/2018 7:00,0.29,0.27,4.54,3.75
01/11/2018 7:00,0.29,0.27,5.22,5.41
02/11/2018 7:00,0.29,0.27,4.73,5.38
03/11/2018 7:00,0.29,0.27,5.47,3.57
04/11/2018 7:00,0.29,0.27,5.13,3.52
05/11/2018 7:00,0.29,0.27,5.15,3.55
06/11/2018 7:00,0.29,0.27,5.15,3.85
07/11/2018 7:00,0.29,0.27,4.35,4.50
08/11/2018 7:00,0.29,0.27,6.43,5.65
09/11/2018 7:00,0.29,0.27,4.99,4.51
10/11/2018 7:00,0.29,0.27,4.38,4.95
11/11/2018 7:00,0.29,0.27,3.97,4.85
12/11/2018 7:00,0.29,0.27,3.55,5.29
13/11/2018 7:00,0.29,0.27,3.55,4.71
14/11/2018 7:00,0.29,0.27,3.55,4.86
15/11/2018 7:00,0.29,0.27,3.46,4.95
16/11/2018 7:00,0.29,0.29,3.52,4.19
17/11/2018 7:00,0.29,0.30,4.04,5.26
18/11/2018 7:00,0.31,0.32,3.60,4.39
19/11/2018 7:00,0.29,0.28,3.27,4.34
20/11/2018 7:00,0.30,0.28,3.35,3.86
21/11/2018 7:00,0.39,0.32,3.18,4.14
22/11/2018 7:00,0.38,0.32,3.80,5.01
23/11/2018 7:00,0.41,0.35,3.53,3.59
24/11/2018 7:00,0.34,0.29,3.62,4.58
25/11/2018 7:00,0.34,0.28,3.69,4.48
26/11/2018 7:00,0.32,0.26,3.96,4.70
27/11/2018 7:00,0.32,0.25,3.79,4.78
28/11/2018 7:00,0.32,0.24,3.53,4.75
29/11/2018 7:00,0.32,0.25,4.96,4.83
30/11/2018 7:00,0.29,0.22,3.30,4.25
01/12/2018 7:00,0.24,0.21,5.30,4.40
02/12/2018 7:00,0.24,0.20,4.89,3.79
03/12/2018 7:00,0.26,0.21,5.15,3.86
04/12/2018 7:00,0.22,0.19,5.42,4.61
05/12/2018 7:00,0.22,0.15,5.69,5.53
06/12/2018 7:00,0.31,0.30,5.74,3.39
07/12/2018 7:00,0.37,0.38,4.78,3.03
08/12/2018 7:00,0.25,0.27,5.61,5.69
09/12/2018 7:00,0.21,0.23,4.65,3.81
10/12/2018 7:00,0.20,0.21,4.37,3.97
11/12/2018 7:00,0.19,0.20,4.21,3.97
12/12/2018 7:00,0.20,0.20,3.93,5.31
13/12/2018 7:00,0.21,0.20,5.71,5.52
14/12/2018 7:00,0.21,0.21,3.29,4.38
15/12/2018 7:00,0.20,0.20,3.96,3.52
16/12/2018 7:00,0.24,0.21,4.13,4.31
17/12/2018 7:00,0.25,0.22,4.14,3.94
18/12/2018 7:00,0.21,0.17,3.86,3.49
19/12/2018 7:00,0.28,0.27,4.27,3.08
20/12/2018 7:00,0.37,0.37,4.21,3.08
21/12/2018 7:00,0.24,0.26,4.53,3.94
