date,Settling_velocity,SVI,SV_label,SVI_label
2018-09-19,3.96,83.17025440313111,good,good
2018-09-20,3.8,81.87772925764192,good,good
2018-09-21,4.14,77.96257796257797,good,good
2018-09-22,3.73,47.720042417815485,good,good
2018-09-23,4.14,70.27490007341545,good,good
2018-09-24,3.71,92.82975772901543,good,good
2018-09-25,3.71,115.38461538461539,good,good
2018-09-26,4.04,87.61682242990655,good,good
2018-09-27,4.0,90.42553191489361,good,good
2018-09-28,3.86,78.45188284518828,good,good
2018-09-29,3.74,88.93280632411067,good,good
2018-09-30,3.8,101.19047619047619,good,good
2018-10-01,4.14,113.90887290167866,good,good
2018-10-02,3.71,120.1923076923077,good,good
2018-10-03,3.83,91.34615384615384,good,good
2018-10-04,4.09,117.6470588235294,good,good
2018-10-05,3.7,114.94252873563218,good,good
2018-10-06,3.74,107.52688172043011,good,good
2018-10-07,3.63,118.27956989247312,good,good
2018-10-08,3.74,93.61233480176212,good,good
2018-10-09,3.94,113.89521640091117,good,good
2018-10-10,3.69,116.0092807424594,good,good
2018-10-11,3.94,116.0092807424594,good,good
2018-10-12,3.79,130.95238095238096,good,good
2018-10-13,3.43,107.4766355140187,good,good
2018-10-14,3.56,138.56812933025404,good,good
2018-10-15,3.8,144.57831325301206,good,good
2018-10-16,3.31,121.95121951219512,good,good
2018-10-17,3.49,139.53488372093022,good,good
2018-10-18,3.29,109.17030567685589,good,good
2018-10-19,3.53,131.90954773869348,good,good
2018-10-20,3.54,148.0637813211845,good,good
2018-10-21,3.71,128.03234501347708,good,good
2018-10-22,3.43,119.58997722095673,good,good
2018-10-23,3.63,138.19095477386935,good,good
2018-10-24,3.49,147.05882352941177,good,good
2018-10-25,3.71,131.2785388127854,good,good
2018-10-26,3.17,151.13350125944584,good,good
2018-10-27,3.34,149.57264957264957,good,good
2018-10-28,2.89,165.63146997929607,reasonable,reasonable
2018-10-29,3.2,112.65164644714038,good,good
2018-10-30,3.63,151.8987341772152,good,good
2018-10-31,3.5,145.34883720930233,good,good
2018-11-01,3.49,143.88489208633092,good,good
2018-11-02,3.51,104.82180293501048,good,good
2018-11-03,3.49,116.95906432748538,good,good
2018-11-04,3.6,127.38853503184713,good,good
2018-11-05,3.54,136.36363636363637,good,good
2018-11-06,3.2,106.17760617760618,good,good
2018-11-07,3.1,130.784708249497,good,good
2018-11-08,3.11,148.5148514851485,good,good
2018-11-09,2.8,150.34364261168386,reasonable,good
2018-11-10,2.74,145.63106796116506,reasonable,good
2018-11-11,2.41,148.38129496402877,bad,good
2018-11-12,2.31,180.83182640144665,bad,reasonable
2018-11-13,2.7,174.65069860279442,reasonable,reasonable
2018-11-14,2.49,169.7530864197531,bad,reasonable
2018-11-15,2.74,167.01461377870564,reasonable,reasonable
2018-11-16,2.4,189.80477223427332,bad,reasonable
2018-11-17,2.36,144.58955223880596,bad,good
2018-11-18,2.81,172.92490118577075,reasonable,reasonable
2018-11-19,2.79,184.3817787418655,reasonable,reasonable
2018-11-20,2.99,159.19811320754718,reasonable,good
2018-11-21,3.46,160.66838046272494,good,reasonable
2018-11-22,3.59,175.78125,good,reasonable
2018-11-23,3.61,167.5977653631285,good,reasonable
2018-11-24,3.43,149.08256880733944,good,good
2018-11-25,3.1,186.65158371040724,good,reasonable
2018-11-26,3.43,169.08212560386474,good,reasonable
2018-11-27,3.43,151.8987341772152,good,good
2018-11-28,3.46,148.45605700712588,good,good
2018-11-29,3.57,153.4526854219949,good,good
2018-11-30,3.4,176.2402088772846,good,reasonable
2018-12-01,3.31,165.84766584766584,good,reasonable
2018-12-02,3.23,157.0048309178744,good,good
2018-12-03,3.27,144.92753623188406,good,good
2018-12-04,3.27,118.51015801354401,good,good
2018-12-05,3.34,139.19821826280622,good,good
2018-12-06,2.71,167.02586206896552,reasonable,reasonable
2018-12-07,3.2,131.26491646778044,good,good
2018-12-08,2.89,105.84677419354838,reasonable,good
2018-12-09,3.11,116.63286004056795,good,good
2018-12-10,3.23,117.34693877551021,good,good
2018-12-11,3.34,123.96694214876032,good,good
2018-12-12,3.64,130.48016701461378,good,good
2018-12-13,3.49,116.66666666666667,good,good
2018-12-14,3.33,125.52301255230125,good,good
2018-12-15,3.56,129.79683972911963,good,good
2018-12-16,3.7,120.35010940919037,good,good
2018-12-17,3.34,118.48341232227489,good,good
2018-12-18,3.6,118.48341232227489,good,good
2018-12-19,3.86,132.53012048192772,good,good
2018-12-20,3.69,102.50569476082005,good,good
2018-12-21,3.4,103.79061371841155,good,good
2018-12-22,3.26,96.33911368015414,good,good
2018-12-23,3.46,114.15525114155251,good,good
2018-12-24,3.86,121.41280353200882,good,good
2018-12-25,3.54,126.37362637362638,good,good
2018-12-26,3.44,126.93156732891832,good,good
2018-12-27,3.64,130.272952853598,good,good
2018-12-28,3.36,115.63876651982379,good,good
2018-12-29,3.64,131.85654008438817,good,good
2018-12-30,3.43,109.89010989010988,good,good
2018-12-31,3.66,109.89010989010988,good,good
2019-01-01,3.63,125.2723311546841,good,good
2019-01-02,3.8,134.47432762836186,good,good
2019-01-03,3.46,131.57894736842104,good,good
2019-01-04,3.29,152.02702702702703,good,good
2019-01-05,2.97,138.60369609856264,reasonable,good
2019-01-06,3.17,124.19006479481641,good,good
2019-01-07,3.14,121.4574898785425,good,good
2019-01-08,3.23,138.27433628318585,good,good
2019-01-09,3.8,122.6158038147139,good,good
2019-01-10,3.97,149.0066225165563,good,good
2019-01-11,4.2,150.70921985815602,good,good
2019-01-12,4.06,127.55102040816327,good,good
2019-01-13,4.41,129.75778546712803,good,good
2019-01-14,3.89,117.80104712041884,good,good
2019-01-15,3.37,125.82056892778994,good,good
2019-01-16,3.73,126.14678899082568,good,good
2019-01-17,3.6,104.60251046025104,good,good
2019-01-18,3.77,114.15525114155251,good,good
2019-01-19,3.71,121.41280353200882,good,good
2019-01-20,3.6,116.55011655011656,good,good
2019-01-21,3.66,136.2559241706161,good,good
2019-01-22,3.74,110.37527593818984,good,good
2019-01-23,3.49,131.30252100840337,good,good
2019-01-24,3.49,126.26262626262626,good,good
2019-01-25,3.4,135.57483731019522,good,good
2019-01-26,3.41,121.12403100775194,good,good
2019-01-27,3.29,125.24084778420038,good,good
2019-01-28,2.94,127.19298245614036,reasonable,good
2019-01-29,3.24,143.61702127659575,good,good
2019-01-30,3.46,152.06812652068126,good,good
2019-01-31,3.29,144.00921658986175,good,good
2019-02-01,3.57,122.22222222222223,good,good
2019-02-02,2.93,142.85714285714286,reasonable,good
2019-02-03,3.19,153.92781316348194,good,good
2019-02-04,3.26,148.870636550308,good,good
2019-02-05,3.17,156.25,good,good
2019-02-06,3.09,131.31313131313132,good,good
2019-02-07,3.6,130.95238095238096,good,good
2019-02-08,3.14,123.59550561797752,good,good
2019-02-09,3.11,125.78616352201257,good,good
2019-02-10,3.34,133.03769401330376,good,good
2019-02-11,3.23,125.54585152838428,good,good
2019-02-12,3.53,134.47432762836186,good,good
2019-02-13,3.53,135.73031449911244,good,good
2019-02-14,3.89,136.986301369863,good,good
2019-02-15,3.5,144.57831325301206,good,good
2019-02-16,2.81,182.29166666666666,reasonable,reasonable
2019-02-17,3.11,118.02575107296137,good,good
2019-02-18,2.89,120.04175365344467,reasonable,good
2019-02-19,3.03,117.10794297352342,good,good
2019-02-20,2.94,132.7433628318584,reasonable,good
2019-02-21,3.34,148.8095238095238,good,good
2019-02-22,3.46,143.02059496567506,good,good
2019-02-23,3.0,141.98782961460446,reasonable,good
2019-02-24,2.94,156.58747300215984,reasonable,good
2019-02-25,2.86,163.2882882882883,reasonable,reasonable
2019-02-26,3.16,159.34065934065933,good,good
2019-02-27,3.43,134.66042154566745,good,good
2019-02-28,3.31,127.11864406779661,good,good
2019-03-01,3.46,117.6470588235294,good,good
2019-03-02,2.8,139.46280991735537,reasonable,good
2019-03-03,3.14,157.71028037383178,good,good
2019-03-04,2.94,155.5299539170507,reasonable,good
2019-03-05,3.09,155.17241379310346,good,good
2019-03-06,3.49,142.04545454545453,good,good
2019-03-07,3.24,159.03307888040712,good,good
2019-03-08,3.3,128.8659793814433,good,good
2019-03-09,3.46,111.94029850746269,good,good
2019-03-10,2.49,163.26530612244898,bad,reasonable
2019-03-11,2.63,158.0135440180587,reasonable,good
2019-03-12,2.71,176.47058823529412,reasonable,reasonable
2019-03-13,2.67,200.0,reasonable,bad
2019-03-14,3.13,153.50877192982455,good,good
2019-03-15,2.74,175.70281124497993,reasonable,reasonable
2019-03-16,2.86,136.46288209606988,reasonable,good
2019-03-17,2.86,178.17371937639197,reasonable,reasonable
2019-03-18,3.04,180.72289156626505,good,reasonable
2019-03-19,3.14,142.36902050113895,good,good
2019-03-20,3.11,160.91954022988506,good,reasonable
2019-03-21,3.3,168.26923076923077,good,reasonable
2019-03-22,3.24,145.6876456876457,good,good
2019-03-23,3.1,150.0,good,good
