,date,Settling_velocity,SVI,SV_label,SVI_label
0,2018-01-01,2.63,193.26683291770573,reasonable,bad
1,2018-01-02,2.26,256.1247216035635,bad,bad
2,2018-01-03,3.09,191.35802469135803,good,bad
3,2018-01-04,3.03,170.8860759493671,good,reasonable
4,2018-01-05,2.57,195.03546099290782,reasonable,bad
5,2018-01-06,3.69,134.40860215053763,good,good
6,2018-01-07,3.23,173.37807606263982,good,reasonable
7,2018-01-08,3.2,144.92753623188406,good,good
8,2018-01-09,3.01,143.95393474088291,good,good
9,2018-01-10,3.1,131.8359375,good,good
10,2018-01-11,2.79,154.14258188824664,reasonable,good
11,2018-01-12,2.59,132.0754716981132,reasonable,good
12,2018-01-13,2.11,180.50541516245488,bad,reasonable
13,2018-01-14,2.5,172.41379310344828,bad,reasonable
14,2018-01-15,2.04,200.1779359430605,bad,bad
15,2018-01-16,1.63,195.99303135888502,bad,bad
16,2018-01-17,1.0,260.06711409395973,bad,bad
17,2018-01-18,1.49,281.3653136531365,bad,bad
18,2018-01-19,1.14,241.93548387096774,bad,bad
19,2018-01-20,1.86,257.97373358348966,bad,bad
20,2018-01-21,1.37,312.5,bad,bad
21,2018-01-22,1.49,289.5220588235294,bad,bad
22,2018-01-23,1.63,231.66023166023166,bad,bad
23,2018-01-24,1.17,273.14814814814815,bad,bad
24,2018-01-25,2.23,272.90448343079925,bad,bad
25,2018-01-26,1.61,276.13412228796847,bad,bad
26,2018-01-27,1.16,327.10280373831773,bad,bad
27,2018-01-28,1.23,250.89605734767025,bad,bad
28,2018-01-29,1.2,270.72758037225043,bad,bad
29,2018-01-30,1.86,193.39622641509433,bad,bad
30,2018-01-31,2.17,183.33333333333334,bad,reasonable
31,2018-02-01,2.31,172.7447216890595,bad,reasonable
32,2018-02-02,2.39,105.69852941176471,bad,good
33,2018-02-03,2.21,186.70309653916212,bad,reasonable
34,2018-02-04,2.73,137.86764705882354,reasonable,good
35,2018-02-05,2.83,133.07984790874525,reasonable,good
36,2018-02-06,2.43,147.60147601476015,bad,good
37,2018-02-07,2.53,139.40520446096653,reasonable,good
38,2018-02-08,2.59,164.09266409266408,reasonable,reasonable
39,2018-02-09,2.79,155.21064301552107,reasonable,good
40,2018-02-10,1.97,158.22784810126583,bad,good
41,2018-02-11,2.09,209.47176684881603,bad,bad
42,2018-02-12,1.4,184.56375838926175,bad,reasonable
43,2018-02-13,2.5,176.34854771784234,bad,reasonable
44,2018-02-14,2.16,156.794425087108,bad,good
45,2018-02-15,2.23,186.64047151277015,bad,reasonable
46,2018-02-16,1.99,234.375,bad,bad
47,2018-02-17,2.53,137.86764705882354,reasonable,good
48,2018-02-18,2.19,186.4244741873805,bad,reasonable
49,2018-02-19,2.19,198.91500904159133,bad,bad
50,2018-02-20,1.49,188.2661996497373,bad,reasonable
51,2018-02-21,2.06,190.1743264659271,bad,bad
52,2018-02-22,2.6,165.2173913043478,reasonable,reasonable
53,2018-02-23,2.51,182.2429906542056,reasonable,reasonable
54,2018-02-24,2.51,176.6304347826087,reasonable,reasonable
55,2018-02-25,2.09,201.8348623853211,bad,bad
56,2018-02-26,1.86,144.62809917355372,bad,good
57,2018-02-27,2.66,150.19379844961242,reasonable,good
58,2018-02-28,1.94,192.6444833625219,bad,bad
59,2018-03-01,1.54,232.04903677758318,bad,bad
60,2018-03-02,2.11,217.7858439201452,bad,bad
61,2018-03-03,1.49,188.95348837209303,bad,reasonable
62,2018-03-04,1.66,219.59459459459458,bad,bad
63,2018-03-05,1.51,191.65247018739353,bad,bad
64,2018-03-06,2.06,224.67320261437908,bad,bad
65,2018-03-07,2.17,171.0097719869707,bad,reasonable
66,2018-03-08,2.49,199.1150442477876,bad,bad
67,2018-03-09,2.67,177.64298093587522,reasonable,reasonable
68,2018-03-10,1.81,172.54601226993864,bad,reasonable
69,2018-03-11,2.59,163.14779270633397,reasonable,reasonable
70,2018-03-12,2.66,136.58940397350995,reasonable,good
71,2018-03-13,2.66,143.91447368421052,reasonable,good
72,2018-03-14,3.0,128.7128712871287,reasonable,good
73,2018-03-15,3.5,144.3418013856813,good,good
74,2018-03-16,3.37,123.04250559284117,good,good
75,2018-03-17,3.37,128.2051282051282,good,good
76,2018-03-18,3.24,138.88888888888889,good,good
77,2018-03-19,3.31,134.85477178423236,good,good
78,2018-03-20,3.6,122.86324786324786,good,good
79,2018-03-21,3.385,132.0837978446674,good,good
80,2018-03-22,3.17,141.30434782608697,good,good
81,2018-03-23,3.3,128.9134438305709,good,good
82,2018-03-24,3.13,149.38488576449913,good,good
83,2018-03-25,2.56,162.8352490421456,reasonable,reasonable
84,2018-03-26,2.24,193.72693726937268,bad,bad
85,2018-03-27,2.83,155.0751879699248,reasonable,good
86,2018-03-28,2.09,220.71307300509338,bad,bad
87,2018-03-29,1.37,200.16339869281046,bad,bad
88,2018-03-30,1.86,207.93950850661625,bad,bad
89,2018-03-31,1.4,285.0,bad,bad
90,2018-04-01,1.9,182.81535648994515,bad,reasonable
91,2018-04-02,2.0,222.41992882562278,bad,bad
92,2018-04-03,1.73,219.2982456140351,bad,bad
93,2018-04-04,2.71,222.22222222222223,reasonable,bad
94,2018-04-05,2.46,210.3174603174603,bad,bad
95,2018-04-06,2.34,198.4126984126984,bad,bad
96,2018-04-07,2.09,251.42314990512335,bad,bad
97,2018-04-08,2.51,188.11881188118812,reasonable,reasonable
98,2018-04-09,2.84,163.26530612244898,reasonable,reasonable
99,2018-04-10,2.43,167.3040152963671,bad,reasonable
100,2018-04-11,2.69,185.56701030927834,reasonable,reasonable
101,2018-04-12,3.0,163.9344262295082,reasonable,reasonable
102,2018-04-13,2.44,175.12859416052993,bad,reasonable
103,2018-04-14,2.74,186.32276209155165,reasonable,reasonable
104,2018-04-15,2.8,197.51693002257338,reasonable,bad
105,2018-04-16,2.83,154.95867768595042,reasonable,good
106,2018-04-17,2.57,178.1149320633142,reasonable,reasonable
107,2018-04-18,2.53,201.27118644067798,reasonable,bad
108,2018-04-19,2.57,219.6652719665272,reasonable,bad
109,2018-04-20,3.24,193.8448559425304,good,bad
110,2018-04-21,2.34,168.0244399185336,bad,reasonable
111,2018-04-22,2.77,182.20754904631565,reasonable,reasonable
112,2018-04-23,2.39,196.39065817409767,bad,bad
113,2018-04-24,3.06,169.7530864197531,good,reasonable
114,2018-04-25,3.04,187.5,good,reasonable
115,2018-04-26,3.31,198.51116625310175,good,bad
116,2018-04-27,3.14,160.91954022988506,good,reasonable
117,2018-04-28,2.93,152.12981744421907,reasonable,good
118,2018-04-29,3.14,158.73015873015873,good,good
119,2018-04-30,3.44,158.99122807017545,good,good
120,2018-05-01,2.83,171.08167770419425,reasonable,reasonable
121,2018-05-02,2.97,130.8664259927798,reasonable,good
122,2018-05-03,2.91,193.33333333333334,reasonable,bad
123,2018-05-04,3.2,172.78617710583154,good,reasonable
124,2018-05-05,2.49,180.97643097643098,bad,reasonable
125,2018-05-06,2.73,188.77551020408163,reasonable,reasonable
126,2018-05-07,2.99,186.17021276595744,reasonable,reasonable
127,2018-05-08,2.84,198.4126984126984,reasonable,bad
128,2018-05-09,3.17,156.9506726457399,good,good
129,2018-05-10,2.99,150.6024096385542,reasonable,good
130,2018-05-11,3.44,174.27884615384616,good,reasonable
131,2018-05-12,3.2,161.63793103448276,good,reasonable
132,2018-05-13,2.69,165.74585635359117,reasonable,reasonable
133,2018-05-14,3.17,115.54621848739495,good,good
134,2018-05-15,2.97,171.9056974459725,reasonable,reasonable
135,2018-05-16,3.07,145.0,good,good
136,2018-05-17,3.16,160.75388026607538,good,reasonable
137,2018-05-18,3.03,160.9433463830377,good,reasonable
138,2018-05-19,3.23,161.1328125,good,reasonable
139,2018-05-20,3.16,151.20967741935485,good,good
140,2018-05-21,3.51,129.39958592132504,good,good
141,2018-05-22,3.86,121.65450121654501,good,good
142,2018-05-23,3.91,152.8117359413203,good,good
143,2018-05-24,3.9,124.11347517730496,good,good
144,2018-05-25,3.64,120.13729977116705,good,good
145,2018-05-26,3.67,115.46184738955823,good,good
146,2018-05-27,3.66,139.53488372093022,good,good
147,2018-05-28,3.49,155.13126491646779,good,good
148,2018-05-29,3.41,147.4056603773585,good,good
149,2018-05-30,3.34,139.15547024952016,good,good
150,2018-05-31,3.31,168.9189189189189,good,reasonable
151,2018-06-01,3.24,167.41071428571428,good,reasonable
152,2018-06-02,3.24,169.85138004246284,good,reasonable
153,2018-06-03,3.46,178.14726840855107,good,reasonable
154,2018-06-04,3.36,138.00424628450105,good,good
155,2018-06-05,3.34,142.85714285714286,good,good
156,2018-06-06,3.34,136.46288209606988,good,good
157,2018-06-07,3.49,159.0909090909091,good,good
158,2018-06-08,3.56,148.989898989899,good,good
159,2018-06-09,3.54,138.88888888888889,good,good
160,2018-06-10,3.51,134.52914798206277,good,good
161,2018-06-11,3.8,129.2134831460674,good,good
162,2018-06-12,3.61,122.37762237762237,good,good
163,2018-06-13,3.71,112.86681715575621,good,good
164,2018-06-14,3.61,122.60127931769723,good,good
165,2018-06-15,3.16,156.58747300215984,good,good
166,2018-06-16,3.09,154.320987654321,good,good
167,2018-06-17,3.33,174.67248908296943,good,reasonable
168,2018-06-18,3.16,147.9591836734694,good,good
169,2018-06-19,3.43,138.59275053304904,good,good
170,2018-06-20,3.34,135.0093109869646,good,good
171,2018-06-21,3.37,135.27054108216433,good,good
172,2018-06-22,3.44,135.13513513513513,good,good
173,2018-06-23,3.03,150.37593984962405,good,good
174,2018-06-24,3.46,169.21397379912665,good,reasonable
175,2018-06-25,3.57,141.50943396226415,good,good
176,2018-06-26,2.97,160.78838174273858,reasonable,reasonable
177,2018-06-27,3.43,114.54183266932272,good,good
178,2018-06-28,3.69,125.82056892778994,good,good
179,2018-06-29,3.41,121.4574898785425,good,good
180,2018-06-30,3.54,127.38853503184713,good,good
181,2018-07-01,3.84,106.83760683760684,good,good
182,2018-07-02,3.74,121.4574898785425,good,good
183,2018-07-03,3.77,94.88448844884489,good,good
184,2018-07-04,3.62,92.23051784005762,good,good
185,2018-07-05,3.47,89.57654723127035,good,good
186,2018-07-06,4.2,86.95652173913044,good,good
187,2018-07-07,3.54,95.23809523809524,good,good
188,2018-07-08,3.64,96.5909090909091,good,good
189,2018-07-09,3.57,84.15841584158416,good,good
190,2018-07-10,3.69,98.46827133479212,good,good
191,2018-07-11,4.23,97.03196347031964,good,good
192,2018-07-12,4.23,128.36185819070906,good,good
193,2018-07-13,3.8,98.6842105263158,good,good
194,2018-07-14,3.87,91.00642398286938,good,good
195,2018-07-15,3.97,88.54166666666667,good,good
196,2018-07-16,4.4,83.33333333333333,good,good
197,2018-07-17,4.2,88.49557522123894,good,good
198,2018-07-18,4.29,79.72665148063781,good,good
199,2018-07-19,4.2,82.78145695364239,good,good
200,2018-07-20,4.34,77.43362831858407,good,good
201,2018-07-21,4.14,61.47540983606557,good,good
202,2018-07-22,3.49,78.125,good,good
203,2018-07-23,4.03,75.92190889370933,good,good
204,2018-07-24,3.97,72.46376811594203,good,good
205,2018-07-25,3.8,80.81896551724138,good,good
206,2018-07-26,4.11,103.30578512396694,good,good
207,2018-07-27,4.06,120.41284403669725,good,good
208,2018-07-28,4.03,115.78947368421052,good,good
209,2018-07-29,3.86,106.60980810234541,good,good
210,2018-07-30,3.99,100.22271714922049,good,good
211,2018-07-31,3.83,92.02453987730061,good,good
212,2018-08-01,3.8,99.33774834437087,good,good
213,2018-08-02,3.77,96.35974304068523,good,good
214,2018-08-03,3.49,102.88065843621399,good,good
215,2018-08-04,3.74,102.45901639344262,good,good
216,2018-08-05,3.89,126.51821862348179,good,good
217,2018-08-06,3.97,121.1453744493392,good,good
218,2018-08-07,3.37,102.80373831775701,good,good
219,2018-08-08,3.37,98.75259875259876,good,good
220,2018-08-09,3.73,100.20040080160321,good,good
221,2018-08-10,3.89,103.7344398340249,good,good
222,2018-08-11,3.93,93.16770186335404,good,good
223,2018-08-12,3.74,109.40919037199124,good,good
224,2018-08-13,3.77,96.52509652509653,good,good
225,2018-08-14,3.91,94.02654867256638,good,good
226,2018-08-15,4.16,108.14249363867684,good,good
227,2018-08-16,3.83,103.68663594470046,good,good
228,2018-08-17,3.94,102.27272727272727,good,good
229,2018-08-18,4.09,83.85744234800839,good,good
230,2018-08-19,3.61,82.84600389863547,good,good
231,2018-08-20,3.81,82.36434108527132,good,good
232,2018-08-21,4.06,122.85012285012284,good,good
233,2018-08-22,4.04,93.81898454746137,good,good
234,2018-08-23,3.89,95.07829977628636,good,good
235,2018-08-24,3.69,96.5909090909091,good,good
236,2018-08-25,3.97,83.14855875831486,good,good
237,2018-08-26,3.67,88.38383838383838,good,good
238,2018-08-27,3.97,82.96460176991151,good,good
239,2018-08-28,4.03,76.41921397379913,good,good
240,2018-08-29,5.33,74.89132256252033,good,good
241,2018-08-30,4.23,73.36343115124153,good,good
242,2018-08-31,4.16,76.41921397379913,good,good
243,2018-09-01,4.24,71.72131147540983,good,good
244,2018-09-02,4.49,73.1981981981982,good,good
245,2018-09-03,3.77,68.42105263157895,good,good
246,2018-09-04,3.77,70.34632034632034,good,good
247,2018-09-05,3.89,73.83966244725738,good,good
248,2018-09-06,4.03,91.83673469387755,good,good
249,2018-09-07,3.67,60.55363321799308,good,good
250,2018-09-08,3.8,76.48183556405354,good,good
251,2018-09-09,3.8,70.16626159342167,good,good
252,2018-09-10,3.7,63.850687622789785,good,good
253,2018-09-11,4.47,55.66801619433198,good,good
254,2018-09-12,4.66,54.78087649402391,good,good
255,2018-09-13,3.89,56.23721881390593,good,good
256,2018-09-14,4.27,65.64551422319475,good,good
257,2018-09-15,4.24,73.06889352818372,good,good
258,2018-09-16,3.77,83.70535714285714,good,good
259,2018-09-17,4.31,75.5939524838013,good,good
260,2018-09-18,4.21,81.34490238611714,good,good
261,2018-09-19,3.77,73.67387033398822,good,good
262,2018-09-20,4.3,85.65310492505353,good,good
263,2018-09-21,4.37,69.57328385899814,good,good
264,2018-09-22,4.1,81.46639511201629,good,good
265,2018-09-23,4.43,90.96216464257876,good,good
266,2018-09-24,4.11,100.45793417314124,good,good
267,2018-09-25,3.99,109.95370370370371,good,good
268,2018-09-26,3.89,87.5,good,good
269,2018-09-27,4.31,85.995085995086,good,good
270,2018-09-28,4.2,89.48545861297539,good,good
271,2018-09-29,4.29,93.20175438596492,good,good
272,2018-09-30,3.71,89.28571428571429,good,good
273,2018-10-01,4.16,89.68609865470852,good,good
274,2018-10-02,3.8,98.60788863109049,good,good
275,2018-10-03,4.11,94.02654867256638,good,good
276,2018-10-04,4.17,102.04081632653062,good,good
277,2018-10-05,3.87,94.86607142857143,good,good
278,2018-10-06,3.73,89.66244725738396,good,good
279,2018-10-07,3.77,96.15384615384616,good,good
280,2018-10-08,3.83,74.3006993006993,good,good
281,2018-10-09,3.8,95.54140127388536,good,good
282,2018-10-10,3.74,109.14760914760915,good,good
283,2018-10-11,3.86,109.14760914760915,good,good
284,2018-10-12,3.64,113.46031420977889,good,good
285,2018-10-13,3.39,117.77301927194861,good,good
286,2018-10-14,3.46,121.82203389830508,good,good
287,2018-10-15,3.79,121.68141592920354,good,good
288,2018-10-16,3.49,116.03375527426161,good,good
289,2018-10-17,3.6,120.72434607645876,good,good
290,2018-10-18,3.49,106.70731707317073,good,good
291,2018-10-19,3.34,125.0,good,good
292,2018-10-20,3.2,94.08602150537635,good,good
293,2018-10-21,3.57,118.55670103092784,good,good
294,2018-10-22,3.67,93.16770186335404,good,good
295,2018-10-23,3.26,110.61946902654867,good,good
296,2018-10-24,3.96,86.99633699633699,good,good
297,2018-10-25,3.29,115.97938144329896,good,good
298,2018-10-26,3.26,142.40506329113924,good,good
299,2018-10-27,3.33,135.65891472868216,good,good
300,2018-10-28,3.27,138.88888888888889,good,good
301,2018-10-29,3.09,115.97938144329896,good,good
302,2018-10-30,3.17,141.2133891213389,good,good
303,2018-10-31,3.39,128.8659793814433,good,good
304,2018-11-01,3.5,151.34529147982062,good,good
305,2018-11-02,3.49,119.04761904761905,good,good
306,2018-11-03,3.2,130.05780346820808,good,good
307,2018-11-04,3.49,119.70534069981584,good,good
308,2018-11-05,3.43,128.2051282051282,good,good
309,2018-11-06,3.66,137.23150357995226,good,good
310,2018-11-07,3.59,154.76190476190476,good,good
311,2018-11-08,3.44,146.34146341463415,good,good
312,2018-11-09,3.46,143.1718061674009,good,good
313,2018-11-10,3.37,138.29787234042553,good,good
314,2018-11-11,3.24,139.50892857142858,good,good
315,2018-11-12,3.31,148.619957537155,good,good
316,2018-11-13,3.49,149.08256880733944,good,good
317,2018-11-14,3.2,146.37002341920376,good,good
318,2018-11-15,3.36,136.986301369863,good,good
319,2018-11-16,3.41,156.25,good,good
320,2018-11-17,3.13,116.63286004056795,good,good
321,2018-11-18,3.33,134.12017167381975,good,good
322,2018-11-19,3.36,135.28138528138527,good,good
323,2018-11-20,3.4,132.15859030837004,good,good
324,2018-11-21,3.34,125.0,good,good
325,2018-11-22,3.86,134.69827586206895,good,good
326,2018-11-23,3.66,119.94949494949495,good,good
327,2018-11-24,3.49,105.0,good,good
328,2018-11-25,3.26,120.24048096192385,good,good
329,2018-11-26,4.0,116.85433026882576,good,good
330,2018-11-27,3.69,113.46817957572767,good,good
331,2018-11-28,3.46,121.72284644194757,good,good
332,2018-11-29,3.69,99.43181818181819,good,good
333,2018-11-30,4.26,118.80165289256199,good,good
334,2018-12-01,3.71,121.56448202959831,good,good
335,2018-12-02,3.91,100.40160642570281,good,good
336,2018-12-03,3.83,97.22222222222223,good,good
337,2018-12-04,3.79,85.22727272727273,good,good
338,2018-12-05,4.17,67.14060031595577,good,good
339,2018-12-06,4.04,82.47422680412372,good,good
340,2018-12-07,4.43,77.47933884297521,good,good
341,2018-12-08,4.31,67.90123456790124,good,good
342,2018-12-09,4.83,61.38392857142857,good,good
343,2018-12-10,4.54,53.816046966731896,good,good
344,2018-12-11,4.74,62.63048016701461,good,good
345,2018-12-12,4.87,64.7410358565737,good,good
346,2018-12-13,4.69,57.773109243697476,good,good
347,2018-12-14,4.47,76.75438596491227,good,good
348,2018-12-15,4.51,67.56756756756756,good,good
349,2018-12-16,4.69,60.120240480961925,good,good
350,2018-12-17,4.71,57.291666666666664,good,good
351,2018-12-18,4.46,80.8080808080808,good,good
352,2018-12-19,4.43,99.5575221238938,good,good
353,2018-12-20,5.54,63.13131313131313,good,good
354,2018-12-21,4.69,65.63245823389022,good,good
355,2018-12-22,4.71,67.11409395973155,good,good
356,2018-12-23,4.14,73.86363636363636,good,good
357,2018-12-24,3.83,105.3864168618267,good,good
358,2018-12-25,4.3,83.51893095768374,good,good
359,2018-12-26,4.2,94.7867298578199,good,good
360,2018-12-27,4.37,80.64516129032258,good,good
361,2018-12-28,3.71,91.46341463414635,good,good
362,2018-12-29,4.13,92.79475982532752,good,good
363,2018-12-30,3.97,88.23529411764706,good,good
364,2018-12-31,3.94,88.49557522123894,good,good
365,2019-01-01,3.79,87.47697974217311,good,good
366,2019-01-02,3.91,124.68827930174564,good,good
367,2019-01-03,3.74,104.65116279069767,good,good
368,2019-01-04,3.81,115.2073732718894,good,good
369,2019-01-05,3.99,107.2234762979684,good,good
370,2019-01-06,3.97,88.88888888888889,good,good
371,2019-01-07,4.0,100.42283298097252,good,good
372,2019-01-08,4.31,93.02325581395348,good,good
